N,backend_name,case,circuit_depth,circuit_depth_t,converged,discretisation_order,err_alg,err_disc,hhl_epsilon,hhl_scale_c,hhl_trotter_steps,kappa,max_abs_err,max_rel_err,n_gates_2q,n_gates_total,n_qubits,n_timing_repeats,notes,phase_lookup_time_s,proportionality_residual,qsvt_alpha,qsvt_angle_method,qsvt_degree,qsvt_kappa_eff,qsvt_max_degree,qsvt_phases_cached,random_seed,rel_l2_err,residual,rms_err,solver,success_probability,vqls_final_cost,vqls_n_evaluations,vqls_n_layers,vqls_n_restarts,vqls_optimiser_success,wall_time_mean_s,wall_time_s,wall_time_std_s
8,aer_simulator_statevector (CPU),HET_1D_3c_gaussian_NeumannDirichlet,3407,1836286,True,2,2.4332547141121e-07,0.0036114495847762145,,,,113.49524537812056,0.0010741786715851853,0.6950402156487605,388919,,3,1,,7.796206045895815e-05,0.003228723257296225,3.864944458808711,auto,1703,113.49524537812056,1702,False,,0.003611502925558783,3.027771864022547e-07,0.0006136496528395454,QSVT,,,,,,,,147.56075766996946,
16,aer_simulator_statevector (CPU),1D_Poisson_fS_hom,,,True,2,0.0,0.0028507727944407685,,,,116.46119157748775,0.00028761151763727344,0.28507727944408745,,,,10,,,2.1303378470057647e-16,,,,,,,,0.0028507727944407685,3.0929961210078592e-15,0.0002105291959027646,Thomas,,,,,,,7.138088112697005e-05,6.233202293515205e-05,1.8471595732991895e-05
16,aer_simulator_statevector (CPU),1D_Poisson_fS_hom,,244449,True,2,0.0017351517088190548,0.0028507727944407685,0.01,0.31601902615055055,100,116.46119157748775,0.00021116430453430035,0.5769290600893648,76067,364218,4,1,,,0.0011468173941067419,,,,,,,,0.0019240511739182493,0.03610334534650776,0.0001420909261203473,HHL,,,,,,,,119.07319826004095,
16,aer_simulator_statevector (CPU),1D_Poisson_fS_hom,,89,False,2,0.07911341286833709,0.0028507727944407685,,,,116.46119157748775,0.010079111106305404,19.1786350231269,30,240,4,1,,,0.05206015640484598,,,,,,,42,0.07711774840815384,0.24939970302121425,0.005695135576521886,VQLS,,0.062200211867070476,12500,10,8,False,,230.22818388103042,
16,aer_simulator_statevector (CPU),1D_Poisson_fS_hom,38579,40236862,True,2,1.2777833172959245e-14,0.0028507727944407685,,,,116.46119157748775,0.00028761151763770365,0.28507727945031425,8564319,,4,1,,0.0001638850662857294,1.2719219904746729e-14,3.965946199367804,auto,19289,116.46119157748629,,True,,0.002850772794441821,4.309114835975727e-13,0.00021052919590284228,QSVT,,,,,,,,9.533975774073042,
16,aer_simulator_statevector (CPU),1D_Poisson_fL_hom,,,True,2,0.0,2.350390087137193e-16,,,,116.46119157748775,2.220446049250313e-16,4.311878039512565e-14,,,,10,,,1.252373612115607e-16,,,,,,,,2.350390087137193e-16,3.1244729009789858e-15,1.1145513959121702e-16,Thomas,,,,,,,6.805211305618286e-05,6.108195520937443e-05,1.4496837393267012e-05
16,aer_simulator_statevector (CPU),1D_Poisson_fL_hom,,244449,True,2,0.015431532057858308,2.350390087137193e-16,0.01,2.4303482578795315,100,116.46119157748775,0.010314671804362185,2.286499938950491,76067,364218,4,1,,,0.00364423416629666,,,,,,,,0.015431532057858103,0.037229877515290645,0.007317608974899165,HHL,,,,,,,,113.06748799793422,
16,aer_simulator_statevector (CPU),1D_Poisson_fL_hom,,89,False,2,0.7926772123899278,2.350390087137193e-16,,,,116.46119157748775,0.5246439579576785,100.89419446593608,30,240,4,1,,,0.5305428650339563,,,,,,,42,0.7926772123899276,0.6678231301743142,0.3758863255984251,VQLS,,0.4459877331958192,12500,10,8,False,,251.99046415206976,
16,aer_simulator_statevector (CPU),1D_Poisson_fL_hom,38579,40236862,True,2,2.973295531815273e-05,2.350390087137193e-16,,,,116.46119157748775,2.088559234025844e-05,0.004733872403142585,8564319,,4,1,,2.8201029635965824e-05,1.1110874024915174e-05,3.965946199367804,auto,19289,116.46119157748629,,True,,2.9732955317943685e-05,4.061552413420869e-05,1.4099322080860185e-05,QSVT,,,,,,,,18.385139841004275,
16,aer_simulator_statevector (CPU),1D_Poisson_fH_hom,,,True,2,0.0,0.01092325518688545,,,,116.46119157748775,0.000407083248524333,5.882352941176616,,,,10,,,0.006534626181610103,,,,,,,,0.01092325518688545,1.1349455684817536e-15,0.0002569587049247436,Thomas,,,,,,,6.7352713085711e-05,5.8622099459171295e-05,1.7162682472806197e-05
16,aer_simulator_statevector (CPU),1D_Poisson_fH_hom,,244449,True,2,0.004008844105304452,0.01092325518688545,0.01,0.4226870445610091,100,116.46119157748775,0.0004066276344752333,5.8757693181671256,76067,364218,4,1,,,0.007304430092110759,,,,,,,,0.008872902642821274,0.01778551510784624,0.00020872620231009886,HHL,,,,,,,,125.34935127396602,
16,aer_simulator_statevector (CPU),1D_Poisson_fH_hom,,89,False,2,0.07666783237340247,0.01092325518688545,,,,116.46119157748775,0.0026888957061402888,38.8545429537272,30,240,4,1,,,0.07684329184507216,,,,,,,42,0.07804200442894395,0.02227628507514945,0.0018358604687610908,VQLS,,0.0004962328767493807,12500,10,8,False,,249.35955547296908,
16,aer_simulator_statevector (CPU),1D_Poisson_fH_hom,38579,40236862,True,2,2.9432122899917063e-12,0.01092325518688545,,,,116.46119157748775,0.00040708324851974724,5.8823529411103515,8564319,,4,1,,9.937305003404617e-05,0.00653462618119192,3.965946199367804,auto,19289,116.46119157748629,,True,,0.010923255188939284,7.556384813710833e-12,0.00025695870497305796,QSVT,,,,,,,,12.368900584056973,
16,aer_simulator_statevector (CPU),HET_1D_3a_linear_hom,,,True,2,0.0,1.0332049157908571e-15,,,,116.46119157748775,3.469446951953614e-17,2.1853067788394967e-13,,,,10,,,1.0332049157908571e-15,,,,,,,,1.0332049157908571e-15,1.2354901052381935e-15,1.2247166168747931e-17,Thomas,,,,,,,7.101703668013215e-05,6.152200512588024e-05,2.1049749469365662e-05
16,aer_simulator_statevector (CPU),HET_1D_3a_linear_hom,,244449,True,2,0.019118991436873227,1.0332049157908571e-15,0.01,0.22597274072458637,100,116.46119157748775,0.00034801776040266526,4.131925107637093,76067,364218,4,1,,,0.009916443263308108,,,,,,,,0.01911899143687334,0.032229477301524825,0.00022662829176245834,HHL,,,,,,,,106.81652363901958,
16,aer_simulator_statevector (CPU),HET_1D_3a_linear_hom,,89,False,2,0.36853541053800254,1.0332049157908571e-15,,,,116.46119157748775,0.006608849808927486,265.2924990082362,30,240,4,1,,,0.35837303425731304,,,,,,,42,0.3685354105380018,0.11519192573069606,0.004368460063386185,VQLS,,0.013269179753545801,12500,10,8,False,,230.61131876392756,
16,aer_simulator_statevector (CPU),HET_1D_3a_linear_hom,38579,40236862,True,2,2.5857422002850537e-12,1.0332049157908571e-15,,,,116.46119157748775,4.733366476550316e-14,2.9906916589681633e-10,8564319,,4,1,,0.00013260298874229193,7.323223769225469e-13,3.965946199367804,auto,19289,116.46119157748629,,True,,2.585434814163351e-12,6.698881407061739e-12,3.064663098634929e-14,QSVT,,,,,,,,9.070059804012999,
16,aer_simulator_statevector (CPU),HET_1D_3b_gaussian_Vd300,,,True,2,0.0,,,,,116.46119157748775,,,,,,10,reference_no_exact,,,,,,,,,,,3.149253208134198e-15,,Thomas,,,,,,,7.481513312086463e-05,6.298208609223366e-05,2.2018070106112527e-05
16,aer_simulator_statevector (CPU),HET_1D_3b_gaussian_Vd300,,244449,True,2,0.011110388663743169,,0.01,377106361.5535796,100,116.46119157748775,1409049.4272187352,1.6546479111027912,76067,364218,4,1,rel_vs_thomas,,0.003608783765948378,,,,,,,,0.011110388663743169,0.04050822753049451,828533.7922903295,HHL,,,,,,,,96.70896632398944,
16,aer_simulator_statevector (CPU),HET_1D_3b_gaussian_Vd300,,89,False,2,0.8907172943462821,,,,,116.46119157748775,89015892.206258,124.60812365167193,30,240,4,1,rel_vs_thomas,,0.6656436523660795,,,,,,,42,0.8907172943462821,0.7676058659505182,66423362.86142783,VQLS,,0.5892187654416452,12500,10,8,False,,258.83181566593703,
16,aer_simulator_statevector (CPU),HET_1D_3b_gaussian_Vd300,38579,40236862,True,2,2.7711438275934048e-05,,,,,116.46119157748775,3108.0396192371845,0.006096895469296917,8564319,,4,1,rel_vs_thomas,0.0001908260164782405,1.1054746002048433e-05,3.965946199367804,auto,19289,116.46119157748629,,True,,2.7711438275934048e-05,3.980269137611951e-05,2066.522039818874,QSVT,,,,,,,,10.132283814018592,
16,aer_simulator_statevector (CPU),HET_1D_3c_gaussian_NeumannDirichlet,,,True,2,0.0,0.0008980655911315805,,,,437.69761653850793,0.00026101275463627505,0.1748016592264263,,,,10,,,0.0007922451095018655,,,,,,,,0.0008980655911315805,9.796524393101692e-15,0.00014923301818547876,Thomas,,,,,,,7.83021911047399e-05,6.426195614039898e-05,2.6056538159743703e-05
16,aer_simulator_statevector (CPU),HET_1D_3c_gaussian_NeumannDirichlet,,244449,True,2,0.00342482662677196,0.0008980655911315805,0.01,1.0285662123122878,100,437.69761653850793,0.0007772998121295949,0.39782519288641083,76067,364218,4,1,,,0.00015767392804566353,,,,,,,,0.0037618745003151193,0.0030347068730144852,0.0006251167968807767,HHL,,,,,,,,973.7558520479361,
16,aer_simulator_statevector (CPU),HET_1D_3c_gaussian_NeumannDirichlet,,89,False,2,1.008166827804871,0.0008980655911315805,,,,437.69761653850793,0.2298510154569372,114.54377446013977,30,240,4,1,,,0.9999936248922985,,,,,,,42,1.0082706824913066,0.6648385137018367,0.16754597724484516,VQLS,,0.4420102493012684,12500,10,8,False,,306.2745848300401,
16,aer_simulator_statevector (CPU),HET_1D_3c_gaussian_NeumannDirichlet,10003,40236862,True,2,7.58352172092486e-06,0.0008980655911315805,,,,437.69761653850793,0.00026023547454787077,0.1743472195976638,8564319,,4,1,,0.000208395067602396,0.0007939391065553314,3.963857394525413,auto,5001,437.69761653850793,5000,False,,0.0008961124951721609,7.144278688847284e-06,0.00014890846905709848,QSVT,,,,,,,,1515.9442014769884,
32,aer_simulator_statevector (CPU),1D_Poisson_fS_nonhom,,,True,2,0.0,3.763051119506636e-05,,,,440.6885603836567,7.64707789029373e-05,0.005611761151312614,,,,10,,,1.7286795244754244e-05,,,,,,,,3.763051119506636e-05,6.493227559296594e-16,5.4973664019823126e-05,Thomas,,,,,,,0.00010877170134335757,9.979202877730131e-05,2.1381492392294995e-05
32,aer_simulator_statevector (CPU),1D_Poisson_fS_nonhom,,752532,True,2,0.30270010148067267,3.763051119506636e-05,0.01,249.01746989628836,100,440.6885603836567,0.6082386867767328,41.767805503851065,234478,1115888,5,1,,,0.13462824534595327,,,,,,,,0.3027264192920768,0.033868769794921344,0.4422469941431095,HHL,,,,,,,,4378.587748423102,
32,aer_simulator_statevector (CPU),1D_Poisson_fS_nonhom,,110,False,2,0.8770026061849576,3.763051119506636e-05,,,,440.6885603836567,1.6437253209616292,125.77637966173107,48,373,5,1,,,0.8473186803920327,,,,,,,42,0.8770087445835314,0.09895472185608839,1.2812046006301114,VQLS,,0.009792036977615881,15500,12,10,False,,431.06071454600897,
32,aer_simulator_statevector (CPU),1D_Poisson_fS_nonhom,10003,43643736,True,2,2.9587047720016442e-05,3.763051119506636e-05,,,,440.6885603836567,0.00012672481583320128,0.008884036675690838,9341872,,5,1,,0.0001573149347677827,2.961728995860121e-05,3.9909438451461687,auto,5001,440.6885603836756,5000,True,,6.408161198340952e-05,5.0400250427390764e-05,9.361555012535921e-05,QSVT,,,,,,,,2.5989223340293393,
64,aer_simulator_statevector (CPU),1D_Poisson_fS_nonhom,,,True,2,0.0,9.610357528098975e-06,,,,1711.66137582602,1.97204100877979e-05,0.001446233327202386,,,,10,,,4.5483340390665764e-06,,,,,,,,9.610357528098975e-06,8.203386764062122e-16,1.4057058809264268e-05,Thomas,,,,,,,0.00018399918917566538,0.00016815494745969772,2.4032089640258317e-05
64,aer_simulator_statevector (CPU),1D_Poisson_fS_nonhom,,2289679,False,2,,9.610357528098975e-06,0.01,,100,1711.66137582602,,,712173,3379971,6,1,hhl_timeout:5400s,,,,,,,,,,,,,HHL,,,,,,,,5400.202263290994,
64,aer_simulator_statevector (CPU),1D_Poisson_fS_nonhom,,128,False,2,0.9944249672425312,9.610357528098975e-06,,,,1711.66137582602,2.1311004742103883,114.35047725250772,70,533,6,1,,,0.9933579120104902,,,,,,,42,0.9944251309527834,0.18214569604988842,1.4545444856075735,VQLS,,0.033177054589498156,18500,14,12,False,,921.4400803699391,
64,aer_simulator_statevector (CPU),1D_Poisson_fS_nonhom,10003,176970397,True,2,0.2148951960951572,9.610357528098975e-06,,,,1711.66137582602,0.5434217102953431,35.203123121797084,37862576,,6,1,,0.00021435599774122238,0.08627676516613911,3.9976644536646533,auto,5001,1711.6613758253086,5000,True,,0.21490214188781004,0.2862672788807598,0.3143371136735807,QSVT,,,,,,,,3.2215670379810035,
32,aer_simulator_statevector (CPU),1D_Poisson_fS_hom,,,True,2,0.0,0.0007555921656026101,,,,440.6885603836567,7.647077889766374e-05,0.07555921656037833,,,,10,,,7.020067006291266e-16,,,,,,,,0.0007555921656026101,1.483876020050322e-14,5.497366401608815e-05,Thomas,,,,,,,0.00011486841831356286,0.00010087306145578623,2.8245322665904752e-05
32,aer_simulator_statevector (CPU),1D_Poisson_fS_hom,,752532,True,2,0.016886335910005625,0.0007555921656026101,0.01,0.6149910363605718,100,440.6885603836567,0.0018417108317688446,1.8197569004135223,234478,1115888,5,1,,,0.002555131747925382,,,,,,,,0.016152304506989155,0.12922220282468314,0.0011751728001898976,HHL,,,,,,,,4349.585195506923,
32,aer_simulator_statevector (CPU),1D_Poisson_fS_hom,,110,False,2,0.9208665852445982,0.0007555921656026101,,,,440.6885603836567,0.09491383597264572,93.78242500211215,48,373,5,1,,,0.16895681893887518,,,,,,,42,0.9208068749169707,0.9595657421828884,0.06699398176662989,VQLS,,0.9207664135709954,15500,12,10,False,,453.51291252300143,
32,aer_simulator_statevector (CPU),1D_Poisson_fS_hom,10003,43643736,True,2,2.623338885303954e-14,0.0007555921656026101,,,,440.6885603836567,7.64707788986213e-05,0.07555921656822408,9341872,,5,1,,0.00264839397277683,2.501627740829957e-14,3.9909438451461687,auto,5001,440.6885603836756,5000,True,,0.0007555921656079349,1.088072749458507e-12,5.497366401647557e-05,QSVT,,,,,,,,3.4647506939945742,
32,aer_simulator_statevector (CPU),1D_Poisson_fL_hom,,,True,2,0.0,2.7475389837926727e-15,,,,440.6885603836567,2.1094237467877974e-15,3.3007123884606563e-13,,,,10,,,4.917794831987344e-16,,,,,,,,2.7475389837926727e-15,2.180685404193982e-14,1.2835851891112436e-15,Thomas,,,,,,,0.00011627528583630919,0.00010014197323471308,3.801950914867692e-05
32,aer_simulator_statevector (CPU),1D_Poisson_fL_hom,,752532,True,2,0.10572790546781197,2.7475389837926727e-15,0.01,4.467632815116102,100,440.6885603836567,0.07743052633338998,12.075145677765446,234478,1115888,5,1,,,0.018934583630042176,,,,,,,,0.1057279054678144,0.1889920954022057,0.049393575244893,HHL,,,,,,,,4723.581011373084,
32,aer_simulator_statevector (CPU),1D_Poisson_fL_hom,,110,False,2,0.9952306169735852,2.7475389837926727e-15,,,,440.6885603836567,0.6439833879859375,106.57346192744959,48,373,5,1,,,0.9710143674884617,,,,,,,42,0.9952306169735851,0.9115020470840023,0.46494819081108807,VQLS,,0.8308359818383266,15500,12,10,False,,490.38824300991837,
32,aer_simulator_statevector (CPU),1D_Poisson_fL_hom,10003,43643736,True,2,5.0957795918484955e-06,2.7475389837926727e-15,,,,440.6885603836567,4.218009592493743e-06,0.0007214364721372233,9341872,,5,1,,3.482098691165447e-05,1.6567951447319656e-06,3.9909438451461687,auto,5001,440.6885603836756,5000,True,,5.095779594509487e-06,2.149636899268386e-05,2.380627628241596e-06,QSVT,,,,,,,,3.4211884710239246,
32,aer_simulator_statevector (CPU),1D_Poisson_fH_hom,,,True,2,0.0,0.0029025038946097945,,,,440.6885603836567,0.00011130589642993237,3.030303030304916,,,,10,,,0.001766529079667601,,,,,,,,0.0029025038946097945,3.621870888499821e-15,6.726729973918015e-05,Thomas,,,,,,,0.00010800681775435805,9.96830640360713e-05,1.863758485532291e-05
32,aer_simulator_statevector (CPU),1D_Poisson_fH_hom,,752532,True,2,0.13036310482798047,0.0029025038946097945,0.01,0.8187508348247095,100,440.6885603836567,0.004496007415930987,14.410207766545865,234478,1115888,5,1,,,0.02426256983144518,,,,,,,,0.12852731899590722,0.2057219913997658,0.0029786990837899355,HHL,,,,,,,,3933.191697451053,
32,aer_simulator_statevector (CPU),1D_Poisson_fH_hom,,110,False,2,0.9568609827493065,0.0029025038946097945,,,,440.6885603836567,0.031149024292134005,100.2739634370105,48,373,5,1,,,0.6972634744054919,,,,,,,42,0.9568000317597208,0.8866713104289553,0.02217442486343013,VQLS,,0.7861860127378009,15500,12,10,False,,598.3950689159101,
32,aer_simulator_statevector (CPU),1D_Poisson_fH_hom,10003,43643736,True,2,7.577898898510912e-06,0.0029025038946097945,,,,440.6885603836567,0.00011130851403660632,3.0303742946466374,9341872,,5,1,,5.239096935838461e-05,0.0017676962455345404,3.9909438451461687,auto,5001,440.6885603836756,5000,True,,0.002897649165841115,2.4503698868623324e-05,6.715478843614912e-05,QSVT,,,,,,,,4.496090820990503,
32,aer_simulator_statevector (CPU),HET_1D_3a_linear_hom,,,True,2,0.0,2.0698424990606068e-15,,,,440.6885603836567,4.683753385137379e-17,2.887843916205354e-12,,,,10,,,2.0698424990606068e-15,,,,,,,,2.0698424990606068e-15,3.9188724721742735e-15,2.417433527274822e-17,Thomas,,,,,,,0.00011064377613365651,9.72929410636425e-05,2.878470814888978e-05
32,aer_simulator_statevector (CPU),HET_1D_3a_linear_hom,,752532,True,2,0.21041652005338485,2.0698424990606068e-15,0.01,0.41548933665962373,100,440.6885603836567,0.0035695729780123465,30.466831405993727,234478,1115888,5,1,,,0.07146098654931092,,,,,,,,0.21041652005338493,0.23025534892293908,0.002457520079428292,HHL,,,,,,,,3305.1493184380233,
32,aer_simulator_statevector (CPU),HET_1D_3a_linear_hom,,110,False,2,0.9578975567485787,2.0698424990606068e-15,,,,440.6885603836567,0.016049942309713718,104.19206242385202,48,373,5,1,,,0.860096962273517,,,,,,,42,0.9578975567485789,0.8300164801119283,0.011187583936601964,VQLS,,0.6889273572573951,15500,12,10,False,,499.73501478193793,
32,aer_simulator_statevector (CPU),HET_1D_3a_linear_hom,10003,43643736,True,2,2.0147858822902377e-05,2.0698424990606068e-15,,,,440.6885603836567,3.619733295427696e-07,0.003656283651568965,9341872,,5,1,,0.002588614006526768,8.659481652894265e-06,3.9909438451461687,auto,5001,440.6885603836756,5000,True,,2.014785882298696e-05,3.2133608524359705e-05,2.3531311896240253e-07,QSVT,,,,,,,,2.967174706980586,
32,aer_simulator_statevector (CPU),HET_1D_3b_gaussian_Vd300,,,True,2,0.0,,,,,440.6885603836567,,,,,,10,reference_no_exact,,,,,,,,,,,1.4776804761130102e-14,,Thomas,,,,,,,0.00011357601033523679,0.00010046304669231176,2.601558089883818e-05
32,aer_simulator_statevector (CPU),HET_1D_3b_gaussian_Vd300,,752532,True,2,0.06525758312503291,,0.01,706385580.1101998,100,440.6885603836567,6756081.844544455,12.757773766042622,234478,1115888,5,1,rel_vs_thomas,,0.0156431365433169,,,,,,,,0.06525758312503291,0.16603951573855982,4783770.1552698435,HHL,,,,,,,,3884.336062841001,
32,aer_simulator_statevector (CPU),HET_1D_3b_gaussian_Vd300,,110,False,2,0.9870734691247915,,,,,440.6885603836567,103939284.30546409,113.12762413000097,48,373,5,1,rel_vs_thomas,,0.9261439464140471,,,,,,,42,0.9870734691247915,0.921761142354396,72358373.94729544,VQLS,,0.8496436035544808,15500,12,10,False,,496.4177685310133,
32,aer_simulator_statevector (CPU),HET_1D_3b_gaussian_Vd300,10003,43643736,True,2,2.5109347532462724e-06,,,,,440.6885603836567,278.26705698668957,0.0008308615081929698,9341872,,5,1,rel_vs_thomas,0.00014587398618459702,1.6759290692437312e-06,3.9909438451461687,auto,5001,440.6885603836756,5000,True,,2.5109347532462724e-06,1.5694903550805975e-05,184.0664970903841,QSVT,,,,,,,,3.2498369819950312,
32,aer_simulator_statevector (CPU),HET_1D_3c_gaussian_NeumannDirichlet,,,True,2,0.0,0.0002251695571163801,,,,1708.6637113721217,6.497304499919476e-05,0.043425314407683435,,,,10,,,0.00019665904811674446,,,,,,,,0.0002251695571163801,3.432159471379542e-14,3.6988063280872776e-05,Thomas,,,,,,,0.00011396855115890503,9.960122406482697e-05,2.70840774415246e-05
32,aer_simulator_statevector (CPU),HET_1D_3c_gaussian_NeumannDirichlet,,752532,False,2,,0.0002251695571163801,0.01,,100,1708.6637113721217,,,234478,1115888,5,1,hhl_timeout:21600s,,,,,,,,,,,,,HHL,,,,,,,,21600.426095273346,
32,aer_simulator_statevector (CPU),HET_1D_3c_gaussian_NeumannDirichlet,,110,False,2,0.9988086741560551,0.0002251695571163801,,,,1708.6637113721217,0.2022481952438793,100.78820672134663,48,373,5,1,,,0.9886127814172467,,,,,,,42,0.9988100152794304,0.977861153164623,0.16407212646259434,VQLS,,0.956212434868447,15500,12,10,False,,565.8926196999382,
32,aer_simulator_statevector (CPU),HET_1D_3c_gaussian_NeumannDirichlet,10003,43643736,True,2,0.03722279121091016,0.0002251695571163801,,,,1708.6637113721217,0.009059166168623761,4.514537751129393,9341872,,5,1,,0.000124832964502275,0.008135133549998556,3.9906632694352973,auto,5001,1708.6637113721217,5000,False,,0.03716023757642367,0.035440705991200784,0.0061042231312762015,QSVT,,,,,,,,1145.1044734570896,
64,aer_simulator_statevector (CPU),1D_Poisson_fS_hom,,,True,2,0.0,0.0001946894926596214,,,,1711.66137582602,1.972041007514136e-05,0.019468949266748203,,,,10,,,1.432326514551487e-15,,,,,,,,0.0001946894926596214,7.145807671647633e-14,1.4057058801099102e-05,Thomas,,,,,,,0.0002470065141096711,0.00018883508164435625,0.00010740493388135651
64,aer_simulator_statevector (CPU),1D_Poisson_fS_hom,,2289679,False,2,,0.0001946894926596214,0.01,,100,1711.66137582602,,,712173,3379971,6,1,hhl_timeout:5400s,,,,,,,,,,,,,HHL,,,,,,,,5400.224132454023,
64,aer_simulator_statevector (CPU),1D_Poisson_fS_hom,,128,False,2,0.9996189860295123,0.0001946894926596214,,,,1711.66137582602,0.1012456328877748,100.09612283889402,70,533,6,1,,,0.4451421773746918,,,,,,,42,0.9996189118535914,0.9998094658902202,0.07217493677064246,VQLS,,0.9996189680836874,18500,14,12,False,,862.8151860160287,
64,aer_simulator_statevector (CPU),1D_Poisson_fS_hom,10003,176970397,True,2,3.4815346751542104e-13,0.0001946894926596214,,,,1711.66137582602,1.9720410080498185e-05,0.01946894932926531,37862576,,6,1,,0.002508849953301251,3.4924390079604205e-13,3.9976644536646533,auto,5001,1711.6613758253086,5000,True,,0.0001946894926709064,6.968997763352309e-12,1.4057058801913906e-05,QSVT,,,,,,,,3.008768494008109,
64,aer_simulator_statevector (CPU),1D_Poisson_fL_hom,,,True,2,0.0,7.145270728247193e-15,,,,1711.66137582602,5.10702591327572e-15,1.034091404275406e-12,,,,10,,,2.4300998191002353e-15,,,,,,,,7.145270728247193e-15,5.935741766824285e-14,3.3127179232032055e-15,Thomas,,,,,,,0.00019534429302439093,0.0001812049886211753,1.5095726030595861e-05
64,aer_simulator_statevector (CPU),1D_Poisson_fL_hom,,2289679,False,2,,7.145270728247193e-15,0.01,,100,1711.66137582602,,,712173,3379971,6,1,hhl_timeout:5400s,,,,,,,,,,,,,HHL,,,,,,,,5400.818224671064,
64,aer_simulator_statevector (CPU),1D_Poisson_fL_hom,,128,False,2,1.0000572609992566,7.145270728247193e-15,,,,1711.66137582602,0.6414036653514994,100.3128700083024,70,533,6,1,,,0.999388345248978,,,,,,,42,1.0000572609992566,0.9754651255732572,0.46365039740830544,VQLS,,0.9515322112096505,18500,14,12,False,,974.3329241480678,
64,aer_simulator_statevector (CPU),1D_Poisson_fL_hom,10003,176970397,True,2,0.04434633255353434,7.145270728247193e-15,,,,1711.66137582602,0.03136056717052094,5.509403243037152,37862576,,6,1,,4.759104922413826e-05,0.005803147893749426,3.9976644536646533,auto,5001,1711.6613758253086,5000,True,,0.044346332553540764,0.10384196575392914,0.020560017424907564,QSVT,,,,,,,,3.7284037289209664,
64,aer_simulator_statevector (CPU),1D_Poisson_fH_hom,,,True,2,0.0,0.0007483795248620066,,,,1711.66137582602,2.9130632681076407e-05,1.5384615384693525,,,,10,,,0.0004575638003114674,,,,,,,,0.0007483795248620066,1.3321649093347604e-14,1.7212262540894448e-05,Thomas,,,,,,,0.00019280228298157454,0.00018471491057425737,1.0368178936981881e-05
64,aer_simulator_statevector (CPU),1D_Poisson_fH_hom,,2289679,False,2,,0.0007483795248620066,0.01,,100,1711.66137582602,,,712173,3379971,6,1,hhl_timeout:5400s,,,,,,,,,,,,,HHL,,,,,,,,5400.297440360999,
64,aer_simulator_statevector (CPU),1D_Poisson_fH_hom,,128,False,2,1.0004371174148223,0.0007483795248620066,,,,1711.66137582602,0.03144357773506737,100.65713779771033,70,533,6,1,,,0.9983983407679884,,,,,,,42,1.000438963823034,0.958100704666406,0.02300947250612932,VQLS,,0.9179569602822637,18500,14,12,False,,931.8736418919871,
64,aer_simulator_statevector (CPU),1D_Poisson_fH_hom,10003,176970397,True,2,0.029585873302284873,0.0007483795248620066,,,,1711.66137582602,0.0010463755336469517,3.4169904249445673,37862576,,6,1,,2.855097409337759e-05,0.007974607573091218,3.9976644536646533,auto,5001,1711.6613758253086,5000,True,,0.02908331053173566,0.09712904249085837,0.0006688980120386086,QSVT,,,,,,,,3.510046954965219,
64,aer_simulator_statevector (CPU),HET_1D_3a_linear_hom,,,True,2,0.0,6.203268761113294e-15,,,,1711.66137582602,1.0581813203458523e-16,1.5005873987267446e-11,,,,10,,,6.196230084220678e-15,,,,,,,,6.203268761113294e-15,1.3038524246857241e-14,7.18995439762668e-17,Thomas,,,,,,,0.00019205750431865453,0.00017214508261531591,2.7645967480885198e-05
64,aer_simulator_statevector (CPU),HET_1D_3a_linear_hom,,2289679,False,2,,6.203268761113294e-15,0.01,,100,1711.66137582602,,,712173,3379971,6,1,hhl_timeout:5400s,,,,,,,,,,,,,HHL,,,,,,,,5400.135426032008,
64,aer_simulator_statevector (CPU),HET_1D_3a_linear_hom,,128,False,2,0.9980441593804626,6.203268761113294e-15,,,,1711.66137582602,0.016103870986177514,108.9974728045559,70,533,6,1,,,0.9779986995664219,,,,,,,42,0.9980441593804628,0.9446107174580963,0.0115679205095014,VQLS,,0.8922894075366999,18500,14,12,False,,816.6093829609454,
64,aer_simulator_statevector (CPU),HET_1D_3a_linear_hom,10003,176970397,True,2,0.09791352614767695,6.203268761113294e-15,,,,1711.66137582602,0.0016678418169790415,18.952488367814528,37862576,,6,1,,6.931205280125141e-05,0.03930340311491882,3.9976644536646533,auto,5001,1711.6613758253086,5000,True,,0.09791352614767761,0.14479055650866562,0.001134875522927181,QSVT,,,,,,,,2.801830930984579,
64,aer_simulator_statevector (CPU),HET_1D_3b_gaussian_Vd300,,,True,2,0.0,,,,,1711.66137582602,,,,,,10,reference_no_exact,,,,,,,,,,,6.966032926765909e-14,,Thomas,,,,,,,0.0001971013960428536,0.00018297508358955383,2.521361599854782e-05
64,aer_simulator_statevector (CPU),HET_1D_3b_gaussian_Vd300,,2289679,False,2,,,0.01,,100,1711.66137582602,,,712173,3379971,6,1,rel_vs_thomas;hhl_timeout:7200s,,,,,,,,,,,,,HHL,,,,,,,,7200.265727731981,
64,aer_simulator_statevector (CPU),HET_1D_3b_gaussian_Vd300,,128,False,2,0.9999329002023494,,,,,1711.66137582602,108500386.77092238,101.72625953340099,70,533,6,1,rel_vs_thomas,,0.9989875233539703,,,,,,,42,0.9999329002023494,0.9967592412607044,72700626.03845106,VQLS,,0.9935289850386149,18500,14,12,False,,926.0967829460278,
