case,solver,param,param_value,plot_position,N,err_alg_pct,err_disc_pct,residual,wall_time_s
1D_Poisson_fH_hom,qsvt,epsilon,0.1,0.1,8,6.279080516405475e-11,11.111111111111155,1.2949657606368355e-12,2.7602346185594797
1D_Poisson_fH_hom,qsvt,epsilon,0.05,0.05,8,6.679358153528347e-11,11.111111111111155,1.3703208799553788e-12,3.575958965346217
1D_Poisson_fH_hom,qsvt,epsilon,0.01,0.01,8,7.369947043949124e-11,11.111111111111155,1.5202940038861422e-12,2.8229361176490784
1D_Poisson_fH_hom,qsvt,epsilon,0.005,0.005,8,7.706444178453515e-11,11.111111111111155,1.5905326089733373e-12,2.8472049050033092
1D_Poisson_fH_hom,qsvt,epsilon,0.001,0.001,8,8.401431724227291e-11,11.111111111111155,1.724448396180443e-12,3.0741057507693768
1D_Poisson_fS_hom,qsvt,epsilon,0.1,0.1,8,5.062318410523646e-13,1.0216075566191176,4.21924037374373e-14,2.8440677523612976
1D_Poisson_fS_hom,qsvt,epsilon,0.05,0.05,8,1.0108674415680153e-12,1.0216075566191176,7.913205156062555e-14,1089.8010144680738
1D_Poisson_fS_hom,qsvt,epsilon,0.01,0.01,8,7.928372090729532e-13,1.0216075566191176,1.0164065364831429e-13,3.3056534696370363
1D_Poisson_fS_hom,qsvt,epsilon,0.005,0.005,8,6.93732557938834e-13,1.0216075566191176,4.9285839620171844e-14,1474.7344694249332
1D_Poisson_fS_hom,qsvt,epsilon,0.001,0.001,8,5.946279068047149e-13,1.0216075566191176,6.387590494045295e-14,1710.989374211058
HET_1D_3a_linear_hom,qsvt,epsilon,0.1,0.1,8,9.308187033651983e-11,4.200323125028541e-13,1.2272918652619492e-12,2.807239007204771
HET_1D_3a_linear_hom,qsvt,epsilon,0.05,0.05,8,9.774829383413246e-11,4.200323125028541e-13,1.2886858796425192e-12,3.677454773336649
HET_1D_3a_linear_hom,qsvt,epsilon,0.01,0.01,8,1.0969818803330262e-10,4.200323125028541e-13,1.4575814162089088e-12,2.7232201155275106
HET_1D_3a_linear_hom,qsvt,epsilon,0.005,0.005,8,1.1346392575495297e-10,4.200323125028541e-13,1.5083185723251489e-12,2.870786936953664
HET_1D_3a_linear_hom,qsvt,epsilon,0.001,0.001,8,1.2383375574964725e-10,4.200323125028541e-13,1.6417136397703793e-12,3.1958849988877773
1D_Poisson_fH_hom,qsvt,max_degree,20.0,0,8,11.441529315588804,11.111111111111155,0.32546898992102036,0.014987016096711159
1D_Poisson_fH_hom,qsvt,max_degree,50.0,1,8,31.65537061228923,11.111111111111155,0.3867534325638389,0.026538604870438576
1D_Poisson_fH_hom,qsvt,max_degree,100.0,2,8,3.5128201727508053,11.111111111111155,0.07072396801780949,0.04620945826172829
1D_Poisson_fH_hom,qsvt,max_degree,200.0,3,8,0.10615935224688093,11.111111111111155,0.002481426804862587,0.08544639125466347
1D_Poisson_fH_hom,qsvt,max_degree,500.0,4,8,3.401393315219777e-06,11.111111111111155,7.310692846577868e-08,0.9753305204212666
1D_Poisson_fH_hom,qsvt,max_degree,1000.0,5,8,1.7396681921109388e-11,11.111111111111155,3.5618229616945666e-13,0.41823836602270603
1D_Poisson_fH_hom,qsvt,max_degree,2000.0,6,8,2.4236590995022184e-11,11.111111111111155,4.875538257575126e-13,0.8130783792585135
1D_Poisson_fH_hom,qsvt,max_degree,uncapped,7,8,7.369947043949124e-11,11.111111111111155,1.5202940038861422e-12,2.813603565096855
1D_Poisson_fS_hom,qsvt,max_degree,20.0,0,8,7.171617748241833e-13,1.0216075566191176,2.1927020361400254e-14,0.015530221164226532
