N,backend_name,case,circuit_depth_t,converged,convergence_factor,discretisation_order,err_thomas_vs_exact,err_vs_thomas,hhl_scale_c,hhl_trotter_steps,inner_calls,inner_failures,inner_max_s,inner_mean_s,inner_options,inner_total_s,kappa_row,level_kappas,level_shapes,linf_err,max_abs_err,max_rel_err,mean_strip_size,n_circuit_evals,n_gates_2q,n_gates_total,n_jacobi_iters,n_levels,n_outer,notes,peak_E_field,peak_E_rel_err,qsvt_degree,qsvt_depth,rel_l2_err,residual,rms_err,s_per_strip_solve,scheme,solver,solves_per_digit,stop_reason,strip_solves,strip_solves_by_size,vqls_final_cost,wall_time_s,weighted_cost
4,aer_simulator_statevector (CPU),2D_HET_MMS_SPT100,26560,True,0.31409277011108233,4,0.11945617416376338,2.7230831149348044e-13,,,36,0,0.3225432299077511,0.23986816949521503,"{""max_degree"": 500}",8.63525410182774,1.4151150427212151,[],[],0.11945617416400425,0.32414737371854585,0.19328414996338592,4.0,,5512,,9,,9,scheme_fallback:fmg->sor,19996.67005774535,0.0062610604716868,501,1003,0.0007688687873892699,2.4786966634321296e-05,0.12894321557851804,0.23995027044374082,line-sor,QSVT,8.947352699148801,tol_met,36,"{""4"": 36}",,8.63820973597467,36.0
4,aer_simulator_statevector (CPU),2D_HET_Sin_MeetingReport,,True,0.3105958951322375,4,0.1673057091202023,0.0,,,40,0,0.00019641593098640442,4.814285784959793e-05,{},0.0019257143139839172,1.4151150427212151,[],[],0.1673057091202023,0.03026588710543976,0.16746615449857272,4.0,,,,10,,10,scheme_fallback:fmg->sor,1750.8989542014144,0.16838907960745514,,,0.0016694827643119786,2.1504657842706215e-05,0.020868534553899733,0.00010264227166771889,line-sor,Thomas,8.752278283735203,tol_met,40,"{""4"": 40}",,0.0041056908667087555,40.0
4,,2D_HET_Sin_MeetingReport,3842,False,0.837669896970947,,0.1673057091202023,0.8080672154513241,22.99446676518475,,88,0,21.569927986711264,0.6705963157583028,"{""epsilon"": 0.01}",59.01247578673065,1.4151150427212151,[],[],0.70601854328815,0.12771995431521077,1.1473779631890024,4.0,,911,5586,22,,22,scheme_fallback:fmg->sor,1760.475776832419,0.716276148216951,,,0.008174061750401446,0.019378118749658446,0.10217577188001807,0.670667770318687,line-sor,HHL,54.47334764198411,stagnated,88,"{""4"": 88}",,59.01876378804445,88.0
4,,2D_HET_Sin_MeetingReport,12,True,0.3107733300394511,,0.1673057091202023,8.368977361337839e-05,,,40,0,1.3119825385510921,0.973560432344675,{},38.942417293787,1.4151150427212151,[],[],0.16730717373777565,0.030266152057247808,0.1675127275430419,4.0,180.55,2,21,10,,10,scheme_fallback:fmg->sor,1750.8994524119664,0.1684175820794545,,,0.0016694828345026258,2.161547601656364e-05,0.020868535431282823,0.9736181932501495,line-sor,VQLS,8.756555296762418,tol_met,40,"{""4"": 40}",9.034439862887211e-14,38.94472773000598,40.0
4,aer_simulator_statevector (CPU),2D_HET_Sin_MeetingReport,26560,True,0.3105958951325602,4,0.1673057091202023,3.921223211144902e-13,,,40,0,0.33589539490640163,0.2310165551956743,"{""max_degree"": 500}",9.240662207826972,1.4151150427212151,[],[],0.16730570912037904,0.030265887105471734,0.167466154499184,4.0,,5512,,10,,10,scheme_fallback:fmg->sor,1750.8989542014174,0.16838907960762425,501,1003,0.0016694827643119457,2.150465784290727e-05,0.02086853455389932,0.23110121670179068,line-sor,QSVT,8.75227828374298,tol_met,40,"{""4"": 40}",,9.244048668071628,40.0
4,aer_simulator_statevector (CPU),2D_Poisson_TwoGaussian_PlasmaNet,,True,0.29459380735267954,4,4.396088045417736,0.0,,,36,0,0.00019438564777374268,5.048275407817629e-05,{},0.0018173791468143463,2.4908680602107975,[],[],4.396088045417736,11.695073920244937,5.00392905737014,4.0,,,,9,,9,scheme_fallback:fmg->sor,51946.91604449004,4.9158792517383425,,,0.04234469295611919,2.9284358626447423e-05,7.478668242306754,0.00010699038911196921,line-sor,Thomas,8.47814656578247,tol_met,36,"{""4"": 36}",,0.0038516540080308914,36.0
4,,2D_Poisson_TwoGaussian_PlasmaNet,3878,False,0.9038913965790359,,4.389021204625593,4.305985673427502,330.2844388089,,80,0,7.086185300722718,0.9188220540294424,"{""epsilon"": 0.01}",73.50576432235539,2.4908680602107975,[],[],4.319674981753808,11.49094006412247,10.533271847489267,4.0,,911,5597,20,,20,scheme_fallback:fmg->sor,52540.66857228823,3.8234062896997387,,,0.0401688326856358,0.0742547043714663,7.093982348492477,0.9188914029160514,line-sor,HHL,95.94728289655829,stagnated,80,"{""4"": 80}",,73.51131223328412,80.0
4,,2D_Poisson_TwoGaussian_PlasmaNet,12,True,0.2939171201257528,,4.389021204625593,9.573438364157383e-05,,,36,0,1.2382257729768753,1.0620367088251643,{},38.23332151770592,2.4908680602107975,[],[],4.389019740824619,11.675406829240103,4.996319373209253,4.0,197.22222222222223,2,21,9,,9,scheme_fallback:fmg->sor,51946.84868558432,4.910403762943562,,,0.04228638614131743,2.875053221899529e-05,7.467951065835029,1.062098920604007,line-sor,VQLS,8.462223713913637,tol_met,36,"{""4"": 36}",2.950201811242121e-13,38.235561141744256,36.0
4,aer_simulator_statevector (CPU),2D_Poisson_TwoGaussian_PlasmaNet,26560,True,0.29459380733289625,4,4.396088045417736,3.520016699447394e-12,,,36,0,0.32472996786236763,0.2395109793999129,"{""max_degree"": 500}",8.622395258396864,2.4908680602107975,[],[],4.396088045419018,11.695073920248348,5.003929057371648,4.0,,5512,,9,,9,scheme_fallback:fmg->sor,51946.91604448328,4.915879251750715,501,1003,0.04234469295612231,2.9284358610715917e-05,7.4786682423073065,0.2395940439051224,line-sor,QSVT,8.478146565316617,tol_met,36,"{""4"": 36}",,8.625385580584407,36.0
8,aer_simulator_statevector (CPU),2D_Poisson_sin_hom,,True,0.10075866674742462,4,0.01644109707853687,0.0,,,304,0,0.013116510584950447,8.351417062313933e-05,{},0.025388307869434357,2.9115272727268318,"[2.9115, 2.4909]","[[8, 8], [4, 4]]",0.01644109707853687,8.07800226454436e-06,0.01647435537452447,4.842105263157895,,,,3,2,3,,0.13538963491884834,0.016456812267824687,,,0.00016172703996087076,1.804733987342722e-05,4.608668001320744e-06,0.0001179746683000734,fmg,Thomas,101.66704648906082,tol_met,304,"{""4"": 240, ""8"": 64}",,0.03586429916322231,184.0
