N,backend_name,case,circuit_depth_t,converged,convergence_factor,discretisation_order,err_thomas_vs_exact,err_vs_thomas,hhl_scale_c,hhl_trotter_steps,inner_calls,inner_failures,inner_max_s,inner_mean_s,inner_options,inner_total_s,kappa_row,level_kappas,level_shapes,linf_err,max_abs_err,max_rel_err,mean_strip_size,n_circuit_evals,n_gates_2q,n_gates_total,n_jacobi_iters,n_levels,n_outer,notes,peak_E_field,peak_E_rel_err,qsvt_degree,qsvt_depth,rel_l2_err,residual,rms_err,s_per_strip_solve,scheme,solver,solves_per_digit,stop_reason,strip_solves,strip_solves_by_size,vqls_final_cost,wall_time_s,weighted_cost
4,aer_simulator_statevector (CPU),2D_Poisson_SingleMode_n1m1,12,True,0.28447272550148955,2,3.357187401045484,4.3204598041353264e-05,,,36,0,1.2574851401150227,1.0728482622653246,{},38.622537441551685,2.3585701736362874,[],[],3.357188139341666,0.001538362164929516,3.3588994047279277,4.0,189.75,2,21,9,,9,scheme_fallback:fmg->sor,0.09467220056948462,3.357103839110033,,,0.03357092315655534,2.42937717026349e-05,0.001062951771933798,1.0728999671215813,line-sor,VQLS,8.242371644968772,tol_met,36,"{""4"": 36}",1.349568605017263e-13,38.624398816376925,36.0
4,aer_simulator_statevector (CPU),2D_Poisson_SingleMode_n1m1,26560,True,0.26567273473025343,2,3.3558332053311477,5.713956788605057e-13,,,44,0,0.4068302344530821,0.25368110585788434,"{""max_degree"": 500}",11.161968657746911,2.3585701736362874,[],[],3.3558332053314053,0.0015377412943882035,3.3559017845751162,4.0,,5512,,11,,11,scheme_fallback:fmg->sor,0.09467102063336852,3.3558156596978908,501,1003,0.033558291770388146,9.922925679968534e-07,0.0010625518259970781,0.25374288082292135,line-sor,QSVT,7.643493380210412,tol_met,44,"{""4"": 44}",,11.164686756208539,44.0
4,aer_simulator_statevector (CPU),2D_Poisson_TwoGaussian_PlasmaNet,,True,0.28130395141836256,2,2.708043810353153,0.0,,,48,0,0.00019288435578346252,5.062832497060299e-05,{},0.0024301595985889435,2.3585701736362874,[],[],2.708043810353153,7.204308060743671,3.6276201493176985,4.0,,,,12,,12,scheme_fallback:fmg->sor,53161.97765933258,2.6918191130514315,,,0.01800710865100229,4.021833349322419e-07,3.180308610185758,8.519475037852924e-05,line-sor,Thomas,7.922013270861388,tol_met,48,"{""4"": 48}",,0.004089348018169403,48.0
4,aer_simulator_statevector (CPU),2D_Poisson_TwoGaussian_PlasmaNet,4236,False,0.8944938243256466,2,2.707352232309037,3.302371820095991,360.2792606928195,100,80,0,0.5526408702135086,0.36023640995845196,"{""epsilon"": 0.01}",28.81891279667616,2.3585701736362874,[],[],2.5840008352171093,6.873803896946633,12.119987189645162,4.0,,1237,6057,20,,20,scheme_fallback:fmg->sor,53036.53907476153,2.915706841915192,,,0.020540196193205056,0.053912998730805246,3.627483784991217,0.3603110353462398,line-sor,HHL,86.95364693126665,stagnated,80,"{""4"": 80}",,28.824882827699184,80.0
4,aer_simulator_statevector (CPU),2D_Poisson_TwoGaussian_PlasmaNet,12,True,0.28325429395744967,2,2.707352232309037,7.40418678970727e-05,,,36,0,1.2792937196791172,1.131206990685314,{},40.7234516646713,2.3585701736362874,[],[],2.7073392489371098,7.201901340769837,3.626420994510693,4.0,196.33333333333334,2,21,9,,9,scheme_fallback:fmg->sor,53162.64774252598,2.68486276564994,,,0.01800999202769733,1.9094221012132942e-05,3.180639241893192,1.1312602752198775,line-sor,VQLS,8.214324537398813,tol_met,36,"{""4"": 36}",2.477431839922575e-13,40.72536990791559,36.0
4,aer_simulator_statevector (CPU),2D_Poisson_TwoGaussian_PlasmaNet,26560,True,0.2813039501592268,2,2.708043810353153,5.850000308624464e-12,,,48,0,0.4263111986219883,0.2562569500878453,"{""max_degree"": 500}",12.300333604216576,2.3585701736362874,[],[],2.7080438103480033,7.204308060729971,3.6276201493108005,4.0,,5512,,12,,12,scheme_fallback:fmg->sor,53161.97765933281,2.691819113051005,501,1003,0.018007108650966046,4.0218331513002657e-07,3.180308610179356,0.25631736125797033,line-sor,QSVT,7.922013242903549,tol_met,48,"{""4"": 48}",,12.303233340382576,48.0
4,aer_simulator_statevector (CPU),2D_HET_Sin_MeetingReport,,True,0.2702701317262075,2,3.355821521286453,0.0,,,48,0,0.00018462352454662323,5.329411942511797e-05,{},0.0025581177324056625,1.386075053651662,[],[],3.355821521286453,0.6070738162096383,3.355831966127476,4.0,,,,12,,12,scheme_fallback:fmg->sor,1806.6136425422715,3.3558092135816993,,,0.03355814768858942,4.137625775035508e-07,0.4194768461073677,8.86025760943691e-05,line-sor,Thomas,7.679727936590886,tol_met,48,"{""4"": 48}",,0.0042529236525297165,48.0
4,aer_simulator_statevector (CPU),2D_HET_Sin_MeetingReport,2421,False,0.7753125641451963,2,3.3573634491953253,0.12673386033572348,24.05900178803949,100,92,0,0.576930345967412,0.2098644620374493,"{""epsilon"": 0.01}",19.307530507445335,1.386075053651662,[],[],3.435593177230302,0.6215046443368237,3.4355931772332404,4.0,,697,3433,23,,23,scheme_fallback:fmg->sor,1808.2000079072575,3.4465646867750737,,,0.03357899535968998,0.002725605207294583,0.4197374419961247,0.2099399538508252,line-sor,HHL,37.836571957875684,stagnated,92,"{""4"": 92}",,19.314475754275918,92.0
4,aer_simulator_statevector (CPU),2D_HET_Sin_MeetingReport,12,True,0.30067436250436186,2,3.3573634491953253,3.8141289460712824e-05,,,36,0,1.1510878093540668,0.9240925029023654,{},33.267330104485154,1.386075053651662,[],[],3.3573501543424458,0.6073503485272838,3.360117923549164,4.0,176.41666666666666,2,21,9,,9,scheme_fallback:fmg->sor,1806.6266515164139,3.3565534529795786,,,0.03357128664407235,4.917493708788607e-05,0.41964108305090436,0.9241351130314999,line-sor,VQLS,8.622281950208864,tol_met,36,"{""4"": 36}",8.735604832092274e-14,33.268864069134,36.0
4,aer_simulator_statevector (CPU),2D_HET_Sin_MeetingReport,26560,True,0.2702701317176475,2,3.355821521286453,5.890393549806101e-13,,,48,0,0.3951343856751919,0.25658825420153636,"{""max_degree"": 500}",12.316236201673746,1.386075053651662,[],[],3.3558215212864924,0.6070738162096454,3.355831966128401,4.0,,5512,,12,,12,scheme_fallback:fmg->sor,1806.6136425422778,3.355809213582064,501,1003,0.033558147688589016,4.137625773593988e-07,0.4194768461073627,0.2566487165167928,line-sor,QSVT,7.6797279364049755,tol_met,48,"{""4"": 48}",,12.319138392806053,48.0
