N,backend_name,case,converged,convergence_factor,discretisation_order,err_thomas_vs_exact,err_vs_thomas,hhl_scale_c,hhl_trotter_steps,inner_calls,inner_failures,inner_max_s,inner_mean_s,inner_options,inner_total_s,kappa_row,level_kappas,level_shapes,linf_err,max_abs_err,max_rel_err,mean_strip_size,n_circuit_evals,n_jacobi_iters,n_levels,n_outer,notes,peak_E_field,peak_E_rel_err,qsvt_degree,qsvt_depth,rel_l2_err,residual,rms_err,s_per_strip_solve,scheme,solver,solves_per_digit,stop_reason,strip_solves,strip_solves_by_size,vqls_final_cost,wall_time_s,weighted_cost
8,aer_simulator_statevector (CPU),2D_HET_MMS_SPT100,True,0.1846278945967884,2,0.21755719369204204,4.21053575762782e-05,,,304,0,0.6106838975101709,0.017347091067533352,{},5.273515684530139,1.4628677255305707,"[1.4629, 1.3861]","[[8, 8], [4, 4]]",0.21758069703645444,0.6330595087005975,0.3563554701012214,4.842105263157895,,3,2,3,,22471.655114347403,0.3390869203639131,17,35,0.0022992513701018662,2.151077982324033e-05,0.36580865297658527,0.017380910729499238,fmg,QSVT,138.11225679681343,tol_met,304,"{""4"": 240, ""8"": 64}",,5.283796861767769,222.3409492927473
8,aer_simulator_statevector (CPU),2D_HET_Sin_MeetingReport,True,0.1810515236345923,2,1.0218451142560083,0.0,,,368,0,0.013083891943097115,0.00011800993335149859,{},0.04342765547335148,1.4628677255305707,"[1.4629, 1.3861]","[[8, 8], [4, 4]]",1.0218451142560083,0.19820654277085126,1.0221312664881432,4.869565217391305,,4,2,4,,2694.6066327809917,1.0218653305108871,,,0.010215807975303727,2.1300443988146113e-05,0.11492783972216693,0.00014047460812751365,fmg,Thomas,123.9561718076933,tol_met,368,"{""4"": 288, ""8"": 80}",,0.051694655790925026,224.0
8,aer_simulator_statevector (CPU),2D_HET_Sin_MeetingReport,False,0.8704181281947473,2,1.0218451142560083,0.08706556955812525,8.522417749198897,100,752,0,0.9979255944490433,0.3591926888627139,"{""epsilon"": 0.01}",270.11290202476084,1.4628677255305707,"[1.4629, 1.3861]","[[8, 8], [4, 4]]",1.0336302519577376,0.20049249723435025,1.1785090655214148,4.9361702127659575,,10,2,10,,2694.9595153320192,1.035095036514615,,,0.010209062477062977,0.005468184729706629,0.1148519528669585,0.35925764905070845,fmg,HHL,1247.6756958555516,stagnated,752,"{""4"": 576, ""8"": 176}",,270.16175208613276,288.98011009713207
8,aer_simulator_statevector (CPU),2D_HET_Sin_MeetingReport,False,0.8042797805950294,2,1.0218451142560083,0.05500256906839187,,,688,0,5.520395955070853,1.8810128181723358,{},1294.136818902567,1.4628677255305707,"[1.4629, 1.3861]","[[8, 8], [4, 4]]",1.0374791779800343,0.20123907057469026,1.1384832332979065,4.930232558139535,261.5218023255814,9,2,9,,2694.6217685466304,1.0224327763337473,,,0.010232438861106278,0.0028461307900035765,0.11511493718744562,1.8810593889630942,fmg,VQLS,808.1418952225879,stagnated,688,"{""4"": 528, ""8"": 160}",3.129776445374052e-08,1294.1688596066087,375.9261434592542
8,aer_simulator_statevector (CPU),2D_HET_Sin_MeetingReport,True,0.1825065111261114,2,1.0218451142560083,1.8300721160880705e-05,,,368,0,0.3725952245295048,0.014529286873648349,{},5.346777569502592,1.4628677255305707,"[1.4629, 1.3861]","[[8, 8], [4, 4]]",1.0218551485671756,0.19820848911878386,1.0221517700509264,4.869565217391305,,4,2,4,,2694.606947269113,1.0218771207945732,17,35,0.010215796219454244,2.202854361852647e-05,0.11492770746886025,0.014564587501809001,fmg,QSVT,124.53946844653017,tol_met,368,"{""4"": 288, ""8"": 80}",,5.359768200665712,270.0091391512968
16,aer_simulator_statevector (CPU),2D_Poisson_sin_hom,True,0.11304589610752908,2,0.28515566441699475,0.0,,,496,0,0.013087589293718338,0.0001313237458347313,{},0.06513657793402672,2.9330326452100475,"[2.933, 2.7725, 2.3586]","[[16, 16], [8, 8], [4, 4]]",0.28515566441699475,0.00014323168102334943,0.28517177958075673,7.741935483870968,,3,3,3,,0.15266725750551083,0.28516724787722847,,,0.002850078503713893,2.1698188409713877e-05,7.670541510918545e-05,0.00015444469998680775,fmg,Thomas,174.6334002825543,tol_met,496,"{""4"": 288, ""8"": 80, ""16"": 128}",,0.07660457119345665,240.0
16,aer_simulator_statevector (CPU),2D_Poisson_sin_hom,False,0.9881645577212655,2,0.28515566441699475,0.12158107936917019,0.0336084936229787,100,1072,0,7.6420066598802805,2.2597056465716894,"{""epsilon"": 0.01}",2422.404453124851,2.9330326452100475,"[2.933, 2.7725, 2.3586]","[[16, 16], [8, 8], [4, 4]]",0.28496894221307034,0.00014313789177596709,0.7424086094842565,8.238805970149254,,9,3,9,,0.15391359766184717,1.1038721428768918,,,0.0028726813797624704,0.046526832696199,7.731373624409748e-05,2.2597658764327697,fmg,HHL,23035.660780652604,stagnated,1072,"{""4"": 576, ""8"": 176, ""16"": 320}",,2422.469019535929,376.6822997476655
16,aer_simulator_statevector (CPU),2D_Poisson_sin_hom,False,0.9672660746350196,2,0.28515566441699475,0.11980665226127371,,,1072,0,38.210526417940855,8.076170134373745,{},8657.654384048656,2.9330326452100475,"[2.933, 2.7725, 2.3586]","[[16, 16], [8, 8], [4, 4]]",0.3353784681345968,0.0001684582414596819,0.48395206601542695,8.238805970149254,770.0839552238806,9,3,9,,0.1526814558908224,0.2944939854428806,,,0.0029687062830949643,0.014107206869273936,7.989809666130715e-05,8.076204397684352,fmg,VQLS,8240.677122883159,stagnated,1072,"{""4"": 576, ""8"": 176, ""16"": 320}",1.0141311356726466e-07,8657.691114317626,488.3061650976848
16,aer_simulator_statevector (CPU),2D_Poisson_sin_hom,True,0.1130135931143778,2,0.28515566441699475,1.2289366485048055e-06,,,496,0,0.8630146998912096,0.05113726277505198,{},25.36408233642578,2.9330326452100475,"[2.933, 2.7725, 2.3586]","[[16, 16], [8, 8], [4, 4]]",0.28515648493763746,0.00014323209316508684,0.28517250171602143,7.741935483870968,,3,3,3,,0.15266725534616973,0.2851658294337038,72,145,0.002850077376524177,2.1697376140658875e-05,7.670538477263334e-05,0.05116934106955605,fmg,QSVT,174.61050892231583,tol_met,496,"{""4"": 288, ""8"": 80, ""16"": 128}",,25.3799931704998,306.13959754555765
16,aer_simulator_statevector (CPU),2D_Poisson_SingleMode_n1m1,True,0.11304589610752908,2,0.2851556644169809,0.0,,,496,0,0.013096185401082039,0.00010699217372964467,{},0.053068118169903755,2.9330326452100475,"[2.933, 2.7725, 2.3586]","[[16, 16], [8, 8], [4, 4]]",0.2851556644169809,0.0001432316810233425,0.2851717795807424,7.741935483870968,,3,3,3,,0.15266725750551083,0.28516724787722847,,,0.002850078503713926,2.1698188409713877e-05,7.670541510918634e-05,0.00015728915816233042,fmg,Thomas,174.6334002825543,tol_met,496,"{""4"": 288, ""8"": 80, ""16"": 128}",,0.07801542244851589,240.0
16,aer_simulator_statevector (CPU),2D_Poisson_SingleMode_n1m1,False,0.9881645577212655,2,0.2851556644169809,0.12158107936917019,0.0336084936229787,100,1072,0,7.945230225101113,2.343480979389539,"{""epsilon"": 0.01}",2512.2116099055856,2.9330326452100475,"[2.933, 2.7725, 2.3586]","[[16, 16], [8, 8], [4, 4]]",0.2849689422130841,0.00014313789177597402,0.7424086094842565,8.238805970149254,,9,3,9,,0.15391359766184717,1.1038721428768918,,,0.0028726813797625055,0.046526832696199,7.731373624409843e-05,2.3435449969534305,fmg,HHL,23035.660780652604,stagnated,1072,"{""4"": 576, ""8"": 176, ""16"": 320}",,2512.2802367340773,376.6822997476655
16,aer_simulator_statevector (CPU),2D_Poisson_SingleMode_n1m1,False,0.9672660746350196,2,0.2851556644169809,0.11980665226127371,,,1072,0,39.8641858138144,8.830714894747084,{},9466.526367168874,2.9330326452100475,"[2.933, 2.7725, 2.3586]","[[16, 16], [8, 8], [4, 4]]",0.3353784681346106,0.00016845824145968885,0.4839520660154465,8.238805970149254,770.0839552238806,9,3,9,,0.1526814558908224,0.2944939854428806,,,0.0029687062830949964,0.014107206869273936,7.989809666130801e-05,8.830762695771321,fmg,VQLS,8240.677122883159,stagnated,1072,"{""4"": 576, ""8"": 176, ""16"": 320}",1.0141311356726466e-07,9466.577609866858,488.3061650976848
16,aer_simulator_statevector (CPU),2D_Poisson_SingleMode_n1m1,True,0.1130135931143778,2,0.2851556644169809,1.2289366485048055e-06,,,496,0,1.074989402666688,0.05900285201477668,{},29.265414599329233,2.9330326452100475,"[2.933, 2.7725, 2.3586]","[[16, 16], [8, 8], [4, 4]]",0.2851564849376236,0.0001432320931650799,0.2851725017160071,7.741935483870968,,3,3,3,,0.15266725534616973,0.2851658294337038,72,145,0.002850077376524211,2.1697376140658875e-05,7.670538477263425e-05,0.059045877296387425,fmg,QSVT,174.61050892231583,tol_met,496,"{""4"": 288, ""8"": 80, ""16"": 128}",,29.286755139008164,306.13959754555765
16,aer_simulator_statevector (CPU),2D_HET_MMS_SPT100,True,0.21795748292530928,2,0.06085249957898549,0.0,,,400,0,0.013071229681372643,8.625936228781939e-05,{},0.034503744915127754,1.489403294564222,"[1.4894, 1.4629, 1.3861]","[[16, 16], [8, 8], [4, 4]]",0.06085249957898549,0.1810033045704813,0.10120086449455844,7.52,,2,3,2,,23252.31614475994,0.10020341485595886,,,0.0006146392374694737,7.912430844961151e-05,0.09503334366509011,0.0001422043237835169,fmg,Thomas,302.28456875141535,tol_met,400,"{""4"": 240, ""8"": 64, ""16"": 96}",,0.056881729513406754,188.0
16,aer_simulator_statevector (CPU),2D_HET_MMS_SPT100,False,0.9749562994927635,2,0.06085249957898549,0.19288062433023972,187.72503882719698,100,1072,0,3.804458362981677,1.268921518317813,"{""epsilon"": 0.01}",1360.2838676366955,1.489403294564222,"[1.4894, 1.4629, 1.3861]","[[16, 16], [8, 8], [4, 4]]",0.21243627764363135,0.6318831359464525,0.8397821169491554,8.238805970149254,,9,3,9,,23226.041842140326,0.012906308082314348,,,0.001465923819042817,0.0028445904094476287,0.22665595293833862,1.2689869864652656,fmg,HHL,10813.684094203662,stagnated,1072,"{""4"": 576, ""8"": 176, ""16"": 320}",,1360.3540494907647,376.6822997476655
16,aer_simulator_statevector (CPU),2D_HET_MMS_SPT100,False,0.9831938556227228,2,0.06085249957898549,0.23068570356640683,,,1072,0,39.81198451295495,10.41071217007928,{},11160.28344632499,1.489403294564222,"[1.4894, 1.4629, 1.3861]","[[16, 16], [8, 8], [4, 4]]",0.17172782065376657,0.5107974732356411,0.7489587560378476,8.238805970149254,883.4076492537314,9,3,9,,23214.47300061086,0.06270966458084351,,,0.001271319891300974,0.0024787560548841523,0.19656698234185047,10.410758513079804,fmg,VQLS,16181.718828319254,stagnated,1072,"{""4"": 576, ""8"": 176, ""16"": 320}",8.708392477973313e-08,11160.33312602155,488.3061650976848
16,aer_simulator_statevector (CPU),2D_HET_MMS_SPT100,True,0.21908324389722972,2,0.06085249957898549,0.00012248301677427584,,,400,0,0.6485304404050112,0.019409533897414802,{},7.763813558965921,1.489403294564222,"[1.4894, 1.4629, 1.3861]","[[16, 16], [8, 8], [4, 4]]",0.06094398632377749,0.18127542820133158,0.1012795532432851,7.52,,2,3,2,,23252.336641215767,0.1002916512013024,18,37,0.0006144104048389236,8.019440405435336e-05,0.09499796237360213,0.01945048386696726,fmg,QSVT,303.31025047198057,tol_met,400,"{""4"": 240, ""8"": 64, ""16"": 96}",,7.780193546786904,242.6903207402675
16,aer_simulator_statevector (CPU),2D_Poisson_TwoGaussian_PlasmaNet,True,0.10899638699770321,2,1.2177110314332011,0.0,,,496,0,0.00012491270899772644,5.5152149270138435e-05,{},0.027355466037988663,2.9330326452100497,"[2.933, 2.7725, 2.3586]","[[16, 16], [8, 8], [4, 4]]",1.2177110314332011,3.476322349561258,1.2547982432999494,7.741935483870968,,3,3,3,,110525.12497772099,1.0586701029988825,,,0.005614516559278619,3.964305116177756e-05,0.8455041714376247,7.913756229343914e-05,fmg,Thomas,171.759206318254,tol_met,496,"{""4"": 288, ""8"": 80, ""16"": 128}",,0.039252230897545815,240.0
16,aer_simulator_statevector (CPU),2D_Poisson_TwoGaussian_PlasmaNet,False,0.9988016261001629,2,1.2177110314332011,6.421792760574569,205.697491431141,100,1072,0,7.908559933304787,2.4881446132724827,"{""epsilon"": 0.01}",2667.2910254281014,2.9330326452100497,"[2.933, 2.7725, 2.3586]","[[16, 16], [8, 8], [4, 4]]",6.572129314208524,18.762119607555746,47.31775492545817,8.238805970149254,,9,3,9,,105811.03058346269,3.251663048126488,,,0.05609525826819132,0.15587212856537472,8.447526044828436,2.48820704759321,fmg,HHL,228725.86006597977,stagnated,1072,"{""4"": 576, ""8"": 176, ""16"": 320}",,2667.357955019921,376.6822997476655
16,aer_simulator_statevector (CPU),2D_Poisson_TwoGaussian_PlasmaNet,False,0.8558620662308224,2,1.2177110314332011,0.08846848348689978,,,1072,0,39.98523331619799,11.395843034392959,{},12216.343732869253,2.9330326452100497,"[2.933, 2.7725, 2.3586]","[[16, 16], [8, 8], [4, 4]]",1.2490352924774586,3.565746873065393,1.2870765315936359,8.238805970149254,964.6128731343283,9,3,9,,110595.63056039868,1.1231368966051432,,,0.005655057061511855,0.007881234506199217,0.8516092676446582,11.395888201482316,fmg,VQLS,1762.0971611807345,stagnated,1072,"{""4"": 576, ""8"": 176, ""16"": 320}",1.2642674921842813e-07,12216.392151989043,488.3061650976848
16,aer_simulator_statevector (CPU),2D_Poisson_TwoGaussian_PlasmaNet,False,0.7624150148845693,2,1.2177110314332011,0.0867016684501995,,,1072,0,1.0440343599766493,0.05596230195925585,{},59.99158770032227,2.9330326452100497,"[2.933, 2.7725, 2.3586]","[[16, 16], [8, 8], [4, 4]]",1.2956060857886142,3.698697208116414,1.3350657081120954,8.238805970149254,,9,3,9,,110620.96790549888,1.1463041031591534,74,149,0.006001606166312774,0.002575277630757537,0.9037969690475368,0.056001303340447374,fmg,QSVT,1011.0565120374008,stagnated,1072,"{""4"": 576, ""8"": 176, ""16"": 320}",,60.03339718095958,686.8352583772985
16,aer_simulator_statevector (CPU),2D_HET_Sin_MeetingReport,True,0.21536307546582475,2,0.2854105860462283,0.0,,,592,0,0.0001429244875907898,5.440169479697943e-05,{},0.03220580331981182,1.489403294564222,"[1.4894, 1.4629, 1.3861]","[[16, 16], [8, 8], [4, 4]]",0.2854105860462283,0.056596151449468834,0.286108423031001,7.891891891891892,,4,3,4,,3013.190807791272,0.28553266872669636,,,0.0028503133791449474,5.591718507069037e-05,0.030284579653415068,7.821510331956922e-05,fmg,Thomas,221.9460375308886,tol_met,592,"{""4"": 336, ""8"": 96, ""16"": 160}",,0.046303341165184975,292.0
16,aer_simulator_statevector (CPU),2D_HET_Sin_MeetingReport,False,0.9517809265785935,2,0.2854105860462283,0.20748840877137958,13.217476225967541,100,1072,0,3.7168212607502937,1.0955412031321634,"{""epsilon"": 0.01}",1174.420169757679,1.489403294564222,"[1.4894, 1.4629, 1.3861]","[[16, 16], [8, 8], [4, 4]]",0.3470891689872212,0.06882684852932996,1.0174534286376518,8.238805970149254,,9,3,9,,3010.107770056942,0.18292247868310416,,,0.0031211298001581973,0.023545373980313467,0.03316200412668085,1.0955932810016449,fmg,HHL,5549.6014882852305,stagnated,1072,"{""4"": 576, ""8"": 176, ""16"": 320}",,1174.4759972337633,376.6822997476655
16,aer_simulator_statevector (CPU),2D_HET_Sin_MeetingReport,False,0.9773141236301379,2,0.2854105860462283,0.2059881641427305,,,1072,0,40.56194806471467,10.199977344791613,{},10934.37571361661,1.489403294564222,"[1.4894, 1.4629, 1.3861]","[[16, 16], [8, 8], [4, 4]]",0.4540280972685903,0.09003255033842805,0.9025674549418556,8.238805970149254,870.8731343283582,9,3,9,,3010.498912013713,0.19594053229670733,,,0.0030751535896246305,0.02315135085483616,0.0326735068897617,10.20002330372409,fmg,VQLS,11951.956937422741,stagnated,1072,"{""4"": 576, ""8"": 176, ""16"": 320}",8.950548011823838e-08,10934.424981592223,488.3061650976848
16,aer_simulator_statevector (CPU),2D_HET_Sin_MeetingReport,True,0.21669524994865944,2,0.2854105860462283,2.1089483394369828e-05,,,592,0,0.9488917998969555,0.021679284532453765,{},12.834136443212628,1.489403294564222,"[1.4894, 1.4629, 1.3861]","[[16, 16], [8, 8], [4, 4]]",0.28542957877140823,0.056599917655780985,0.28611063967534067,7.891891891891892,,4,3,4,,3013.191765506047,0.28556454355390226,18,37,0.0028502962341314013,5.737865917104238e-05,0.03028439748764614,0.021721963550442376,fmg,QSVT,222.84102145981,tol_met,592,"{""4"": 336, ""8"": 96, ""16"": 160}",,12.859402421861887,369.5888743508478
32,aer_simulator_statevector (CPU),2D_Poisson_SingleMode_n1m1,True,0.10526619013633728,2,0.07556568240085472,0.0,,,848,0,0.013121234253048897,0.00013065651797179907,{},0.1107967272400856,2.9819693345415943,"[2.982, 2.933, 2.7725, 2.3586]","[[32, 32], [16, 16], [8, 8], [4, 4]]",0.07556568240085472,3.819534993832613e-05,0.0756387871612886,15.169811320754716,,3,4,3,,0.15741780817670778,0.07567730167046532,,,0.0007552814267369316,2.1810951297837392e-05,1.97293614736091e-05,0.00018405370888704398,fmg,Thomas,289.1106259268335,tol_met,848,"{""4"": 336, ""8"": 96, ""16"": 160, ""32"": 256}",,0.1560775451362133,402.0
32,aer_simulator_statevector (CPU),2D_Poisson_SingleMode_n1m1,False,0.9914787573608452,2,0.07556568240085472,0.10627477658995414,0.05183239897764404,100,1808,0,54.1143625639379,19.1416378117525,"{""epsilon"": 0.01}",34608.081163648516,2.9819693345415943,"[2.982, 2.933, 2.7725, 2.3586]","[[32, 32], [16, 16], [8, 8], [4, 4]]",0.12917137352115338,6.52908259000766e-05,0.9257010320481498,16.672566371681416,,9,4,9,,0.1587290170111222,0.9092558764696763,,,0.0009783368210487008,0.0650452755903204,2.5555984964177343e-05,19.141692055658172,fmg,HHL,54051.99223161503,stagnated,1808,"{""4"": 624, ""8"": 192, ""16"": 352, ""32"": 640}",,34608.17923662998,721.1392066984922
32,aer_simulator_statevector (CPU),2D_Poisson_SingleMode_n1m1,False,1.0198590910569507,2,0.07556568240085472,30.42519353430067,,,1808,0,79.6015609856695,26.01805247473881,{},47040.638874327764,2.9819693345415943,"[2.982, 2.933, 2.7725, 2.3586]","[[32, 32], [16, 16], [8, 8], [4, 4]]",30.3826132680606,0.015357163581987038,361.9194368993058,16.672566371681416,1686.9977876106195,9,4,9,,0.40885822514588643,159.92461892178525,,,0.12654261774809766,14.006542466139411,0.0033055295138861413,26.01809016429197,fmg,VQLS,,stagnated,1808,"{""4"": 624, ""8"": 192, ""16"": 352, ""32"": 640}",0.005782956112785433,47040.70701703988,858.738477970205
32,aer_simulator_statevector (CPU),2D_Poisson_SingleMode_n1m1,True,0.10526619015285106,2,0.07556568240085472,1.5391082486873625e-11,,,848,0,12.558385593816638,0.36881358097395245,"{""max_degree"": 500}",312.7539166659117,2.9819693345415943,"[2.982, 2.933, 2.7725, 2.3586]","[[32, 32], [16, 16], [8, 8], [4, 4]]",0.0755656823994133,3.8195349937597545e-05,0.07563878718068856,15.169811320754716,,3,4,3,,0.15741780817670575,0.07567730166917723,501,1003,0.0007552814267374673,2.1810951308118268e-05,1.972936147362309e-05,0.3688553634433533,fmg,QSVT,289.11062594697984,tol_met,848,"{""4"": 336, ""8"": 96, ""16"": 160, ""32"": 256}",,312.78934819996357,499.83772171979643
32,aer_simulator_statevector (CPU),2D_HET_MMS_SPT100,True,0.22895669422768516,2,0.016437626675636967,0.0,,,688,0,0.013147212564945221,0.00015711838238720977,{},0.10809744708240032,1.497173151655223,"[1.4972, 1.4894, 1.4629, 1.3861]","[[32, 32], [16, 16], [8, 8], [4, 4]]",0.016437626675636967,0.049201233757457885,0.02716819811171995,14.511627906976743,,2,4,2,,23479.51198324059,0.027161383623915895,,,0.0001591355163807324,3.9996718585731596e-05,0.024240432124099598,0.0001809882557799303,fmg,Thomas,537.2929289304764,tol_met,688,"{""4"": 288, ""8"": 80, ""16"": 128, ""32"": 192}",,0.12451991997659206,312.0
32,aer_simulator_statevector (CPU),2D_HET_MMS_SPT100,False,1.0043716266371256,2,0.016437626675636967,0.2500138143801076,298.058998650263,100,1808,0,23.20188732817769,8.658470356549483,"{""epsilon"": 0.01}",15654.514404641464,1.497173151655223,"[1.4972, 1.4894, 1.4629, 1.3861]","[[32, 32], [16, 16], [8, 8], [4, 4]]",0.2553089560074159,0.7641927799413679,1.651155677722228,16.672566371681416,,9,4,9,,23592.922398614006,0.5103112007597118,,,0.0020545125864342975,0.004090076237548426,0.31295510915625363,8.658522687405265,fmg,HHL,,stagnated,1808,"{""4"": 624, ""8"": 192, ""16"": 352, ""32"": 640}",,15654.60901882872,721.1392066984922
32,aer_simulator_statevector (CPU),2D_HET_MMS_SPT100,False,0.9990308752156815,2,0.016437626675636967,18.004001046697763,,,2448,0,55.3695890083909,23.628496004798862,{},57842.55821974762,1.497173151655223,"[1.4972, 1.4894, 1.4629, 1.3861]","[[32, 32], [16, 16], [8, 8], [4, 4]]",18.007094854515362,53.89897828394351,213.80105599141163,17.019607843137255,1480.360702614379,13,4,13,,59043.412292505614,151.53610237886969,,,0.08704696319993598,0.5096331421851702,13.259491350810244,23.62853381810086,fmg,VQLS,447191.4811001453,stagnated,2448,"{""4"": 816, ""8"": 256, ""16"": 480, ""32"": 896}",0.001263610324918684,57842.6507867109,1190.9191545713209
32,aer_simulator_statevector (CPU),2D_HET_MMS_SPT100,True,0.22895669423137519,2,0.016437626675636967,3.463833408955492e-11,,,688,0,12.000908866524696,0.383485238833981,"{""max_degree"": 500}",263.83784431777894,1.497173151655223,"[1.4972, 1.4894, 1.4629, 1.3861]","[[32, 32], [16, 16], [8, 8], [4, 4]]",0.01643762668065054,0.04920123377246455,0.027168198122122643,14.511627906976743,,2,4,2,,23479.51198324207,0.027161383630223777,501,1003,0.00015913551638046888,3.9996718587138274e-05,0.024240432124059453,0.38353203858660406,fmg,QSVT,537.2929289363502,tol_met,688,"{""4"": 288, ""8"": 80, ""16"": 128, ""32"": 192}",,263.8700425475836,393.9768103810967
32,aer_simulator_statevector (CPU),2D_Poisson_sin_hom,True,0.10526619013633728,2,0.07556568240085472,0.0,,,848,0,0.013147635385394096,0.00013136832737627456,{},0.11140034161508083,2.9819693345415943,"[2.982, 2.933, 2.7725, 2.3586]","[[32, 32], [16, 16], [8, 8], [4, 4]]",0.07556568240085472,3.819534993832613e-05,0.0756387871612886,15.169811320754716,,3,4,3,,0.15741780817670778,0.07567730167046532,,,0.000755281426736909,2.1810951297837392e-05,1.9729361473608513e-05,0.00018510912580169597,fmg,Thomas,289.1106259268335,tol_met,848,"{""4"": 336, ""8"": 96, ""16"": 160, ""32"": 256}",,0.15697253867983818,402.0
32,aer_simulator_statevector (CPU),2D_Poisson_sin_hom,False,0.9914787573608452,2,0.07556568240085472,0.10627477658995414,0.05183239897764404,100,1808,0,54.66340173408389,20.126723668599848,"{""epsilon"": 0.01}",36389.116392828524,2.9819693345415943,"[2.982, 2.933, 2.7725, 2.3586]","[[32, 32], [16, 16], [8, 8], [4, 4]]",0.12917137352115338,6.52908259000766e-05,0.9257010320481377,16.672566371681416,,9,4,9,,0.1587290170111222,0.9092558764696763,,,0.0009783368210486848,0.0650452755903204,2.5555984964176923e-05,20.12679311799182,fmg,HHL,54051.99223161503,stagnated,1808,"{""4"": 624, ""8"": 192, ""16"": 352, ""32"": 640}",,36389.24195732921,721.1392066984922
32,aer_simulator_statevector (CPU),2D_Poisson_sin_hom,False,1.0198590910569507,2,0.07556568240085472,30.42519353430067,,,1808,0,57.40041187033057,26.878637697656877,{},48596.576957363635,2.9819693345415943,"[2.982, 2.933, 2.7725, 2.3586]","[[32, 32], [16, 16], [8, 8], [4, 4]]",30.3826132680606,0.015357163581987038,361.9194368993058,16.672566371681416,1686.9977876106195,9,4,9,,0.40885822514588643,159.92461892178525,,,0.12654261774809766,14.006542466139411,0.0033055295138861417,26.878683233664542,fmg,VQLS,,stagnated,1808,"{""4"": 624, ""8"": 192, ""16"": 352, ""32"": 640}",0.005782956112785433,48596.659286465496,858.738477970205
32,aer_simulator_statevector (CPU),2D_Poisson_sin_hom,True,0.10526619015285106,2,0.07556568240085472,1.5391082486873625e-11,,,848,0,12.930925669148564,0.3728280061930594,"{""max_degree"": 500}",316.15814925171435,2.9819693345415943,"[2.982, 2.933, 2.7725, 2.3586]","[[32, 32], [16, 16], [8, 8], [4, 4]]",0.0755656823994133,3.8195349937597545e-05,0.07563878718068856,15.169811320754716,,3,4,3,,0.15741780817670575,0.07567730166917723,501,1003,0.0007552814267374447,2.1810951308118268e-05,1.9729361473622502e-05,0.3728770412777041,fmg,QSVT,289.11062594697984,tol_met,848,"{""4"": 336, ""8"": 96, ""16"": 160, ""32"": 256}",,316.19973100349307,499.83772171979643
32,aer_simulator_statevector (CPU),2D_Poisson_TwoGaussian_PlasmaNet,True,0.11204115585959046,2,0.3176961139844716,0.0,,,848,0,0.000136692076921463,7.094100846926558e-05,{},0.06015797518193722,2.9819693345415943,"[2.982, 2.933, 2.7725, 2.3586]","[[32, 32], [16, 16], [8, 8], [4, 4]]",0.3176961139844716,0.9158228226446568,0.32910408474083913,15.169811320754716,,3,4,3,,111582.37200756214,0.2718250711794049,,,0.0014996573790584675,3.5242668743752214e-05,0.21919552577517185,9.3378719680433e-05,fmg,Thomas,297.3490429799335,tol_met,848,"{""4"": 336, ""8"": 96, ""16"": 160, ""32"": 256}",,0.07918515428900719,402.0
32,aer_simulator_statevector (CPU),2D_Poisson_TwoGaussian_PlasmaNet,False,0.9953096273159767,2,0.3176961139844716,5.041930649279207,304.89529388242335,100,1808,0,59.20307428389788,21.366103915466756,"{""epsilon"": 0.01}",38629.91587916389,2.9819693345415943,"[2.982, 2.933, 2.7725, 2.3586]","[[32, 32], [16, 16], [8, 8], [4, 4]]",5.079719413375057,14.64331090819509,39.00857264197549,16.672566371681416,,9,4,9,,106939.93052700128,3.900035337115526,,,0.046748257318171865,0.14030899296525354,6.832899957697742,21.366170048126456,fmg,HHL,98388.3677833447,stagnated,1808,"{""4"": 624, ""8"": 192, ""16"": 352, ""32"": 640}",,38630.03544701263,721.1392066984922
32,aer_simulator_statevector (CPU),2D_Poisson_TwoGaussian_PlasmaNet,False,0.9872512973433083,2,0.3176961139844716,31.326818509795345,,,1968,0,60.53750912286341,26.56266229921229,{},52275.31940484978,2.9819693345415943,"[2.982, 2.933, 2.7725, 2.3586]","[[32, 32], [16, 16], [8, 8], [4, 4]]",31.41420942885917,90.55776474399813,754.8553718870224,16.78048780487805,1694.303861788618,10,4,10,,177526.92031008351,59.531904354493356,,,0.1293426927730668,7.9583345224150905,18.905211245897224,26.56271084800847,fmg,VQLS,35317.636011409726,stagnated,1968,"{""4"": 672, ""8"": 208, ""16"": 384, ""32"": 704}",0.005922954386797883,52275.41494888067,941.7836471204839
32,aer_simulator_statevector (CPU),2D_Poisson_TwoGaussian_PlasmaNet,True,0.11204115599654195,2,0.3176961139844716,6.706824200634355e-11,,,848,0,13.70521411858499,0.6139145050975406,"{""max_degree"": 500}",520.5995003227144,2.9819693345415943,"[2.982, 2.933, 2.7725, 2.3586]","[[32, 32], [16, 16], [8, 8], [4, 4]]",0.31769611401351744,0.9158228227283871,0.32910408469722385,15.169811320754716,,3,4,3,,111582.37200761547,0.2718250712273316,501,1003,0.0014996573790345214,3.524266887304716e-05,0.21919552577167178,0.6139958888547108,fmg,QSVT,297.3490431459809,tol_met,848,"{""4"": 336, ""8"": 96, ""16"": 160, ""32"": 256}",,520.6685137487948,499.83772171979643
