dim,order,case_kind,case,solver,N,kappa,err_total_pct,err_alg_pct,residual,wall_time_s,n_qubits,circuit_depth,notes
1,2,het,HET_1D_3b_gaussian_Vd300,Thomas,8,32.16343747752634,,0.0,8.852824093092447e-16,4.4891959987580776e-05,,,reference_no_exact
1,2,het,HET_1D_3b_gaussian_Vd300,Thomas,16,116.46119157748775,,0.0,3.149253208134198e-15,6.298208609223366e-05,,,reference_no_exact
1,2,het,HET_1D_3b_gaussian_Vd300,Thomas,32,440.6885603836567,,0.0,1.4776804761130102e-14,0.00010046304669231176,,,reference_no_exact
1,2,het,HET_1D_3b_gaussian_Vd300,Thomas,64,1711.66137582602,,0.0,6.966032926765909e-14,0.00018297508358955383,,,reference_no_exact
1,2,het,HET_1D_3b_gaussian_Vd300,HHL,4,9.472135954999596,2.409481203398337,1.0589069554912522,0.017169159237451305,48.67749920801725,2,,rel_vs_thomas
1,2,het,HET_1D_3b_gaussian_Vd300,HHL,8,32.16343747752634,0.7134194969729994,0.2860921942306655,0.01585253593082369,51.6815072739264,3,,rel_vs_thomas
1,2,het,HET_1D_3b_gaussian_Vd300,HHL,16,116.46119157748775,1.6546479111027912,1.111038866374317,0.04050822753049451,96.70896632398944,4,,rel_vs_thomas
1,2,het,HET_1D_3b_gaussian_Vd300,HHL,32,440.6885603836567,12.757773766042622,6.5257583125032905,0.16603951573855982,3884.336062841001,5,,rel_vs_thomas
1,2,het,HET_1D_3b_gaussian_Vd300,HHL,64,1711.66137582602,,,,7200.265727731981,6,,rel_vs_thomas;hhl_timeout:7200s
1,2,het,HET_1D_3b_gaussian_Vd300,VQLS,4,9.472135954999596,0.0002854529667165757,0.00012723346150773075,2.1524302439976253e-06,2.4937745720380917,2,,rel_vs_thomas
1,2,het,HET_1D_3b_gaussian_Vd300,VQLS,8,32.16343747752634,0.21624063921076636,0.09211301019024566,0.00150309051345901,110.6081354750786,3,,rel_vs_thomas
1,2,het,HET_1D_3b_gaussian_Vd300,VQLS,16,116.46119157748775,124.60812365167193,89.07172943462821,0.7676058659505182,258.83181566593703,4,,rel_vs_thomas
1,2,het,HET_1D_3b_gaussian_Vd300,VQLS,32,440.6885603836567,113.12762413000097,98.70734691247915,0.921761142354396,496.4177685310133,5,,rel_vs_thomas
1,2,het,HET_1D_3b_gaussian_Vd300,VQLS,64,1711.66137582602,101.72625953340099,99.99329002023494,0.9967592412607044,926.0967829460278,6,,rel_vs_thomas
1,2,het,HET_1D_3b_gaussian_Vd300,QSVT,4,9.472135954999596,0.07135946121136592,0.03580986428543638,0.00048576091935930945,0.5094869430176914,2,2363,rel_vs_thomas
1,2,het,HET_1D_3b_gaussian_Vd300,QSVT,8,32.16343747752634,0.021695712695125692,0.010023710519536459,0.00014370102329080888,2.3826549199875444,3,9847,rel_vs_thomas
1,2,het,HET_1D_3b_gaussian_Vd300,QSVT,16,116.46119157748775,0.006096895469296917,0.0027711438275934046,3.980269137611951e-05,10.132283814018592,4,38579,rel_vs_thomas
1,2,het,HET_1D_3b_gaussian_Vd300,QSVT,32,440.6885603836567,0.0008308615081929698,0.00025109347532462724,1.5694903550805975e-05,3.2498369819950312,5,10003,rel_vs_thomas
1,2,het,HET_1D_3b_gaussian_Vd300,QSVT,64,1711.66137582602,5.6024200220296185,3.091798974916843,0.07642675504304736,3.080496074981056,6,10003,rel_vs_thomas
1,4,poisson,1D_Poisson_fS_nonhom,Thomas,4,11.947710174364115,0.012378197202898773,0.0,2.9787767711567534e-16,2.6360969059169292e-05,,,
1,4,poisson,1D_Poisson_fS_nonhom,Thomas,8,42.137764839337706,0.0012110793957926436,0.0,7.202225507049736e-16,2.8870999813079834e-05,,,
1,4,poisson,1D_Poisson_fS_nonhom,Thomas,16,154.512614771818,9.579461322584575e-05,0.0,6.888250730991311e-16,2.8201029635965824e-05,,,
1,4,poisson,1D_Poisson_fS_nonhom,Thomas,32,586.8093155218731,6.772702041180657e-06,0.0,7.95883667841451e-16,4.109193105250597e-05,,,
1,4,poisson,1D_Poisson_fS_nonhom,Thomas,64,2281.4379953842554,4.50309341119167e-07,0.0,1.464338398938567e-15,8.210353553295135e-05,,,
1,4,poisson,1D_Poisson_fS_nonhom,HHL,4,11.947710174364115,0.8003353192859136,0.45923997671251215,0.00833691153583903,26.256325490074232,2,,
1,4,poisson,1D_Poisson_fS_nonhom,HHL,8,42.137764839337706,4.324491440126107,3.253574307064523,0.014420528309582245,46.081569183967076,3,,
1,4,poisson,1D_Poisson_fS_nonhom,HHL,16,154.512614771818,82.09440100871367,61.40957911971985,0.06454650364803494,220.4071540470468,4,,
1,4,poisson,1D_Poisson_fS_nonhom,HHL,32,586.8093155218731,37.267370659646986,24.264984040899066,0.0758699823521422,2449.8560626329854,5,,
1,4,poisson,1D_Poisson_fS_nonhom,HHL,64,2281.4379953842554,,,,21608.72663945146,6,,hhl_timeout:21600s
1,4,poisson,1D_Poisson_fS_nonhom,VQLS,4,11.947710174364115,0.01380096816490046,0.0010082406470867979,4.889267219078345e-06,3.1699476040666923,2,,
1,4,poisson,1D_Poisson_fS_nonhom,VQLS,8,42.137764839337706,19.728236360943207,13.463344091402202,0.026652332289278106,117.19064821593929,3,,
1,4,poisson,1D_Poisson_fS_nonhom,VQLS,16,154.512614771818,141.99347587177297,99.2497388705439,0.07995323449125986,258.9750891890144,4,,
1,4,poisson,1D_Poisson_fS_nonhom,VQLS,32,586.8093155218731,116.45637450767094,99.50615998857994,0.14142808610992738,545.397225984023,5,,
1,4,poisson,1D_Poisson_fS_nonhom,VQLS,64,2281.4379953842554,125.56573856709818,104.46672512089745,0.19555937902003795,1116.3142450777814,6,,
1,4,poisson,1D_Poisson_fS_nonhom,QSVT,4,11.947710174364115,0.10222038142039186,0.06479128419618083,0.00031234384156672215,0.7620482339989394,2,3223,
1,4,poisson,1D_Poisson_fS_nonhom,QSVT,8,42.137764839337706,0.03149630828820587,0.021214936189657394,4.127603791963754e-05,3.829618260031566,3,13151,
1,4,poisson,1D_Poisson_fS_nonhom,QSVT,16,154.512614771818,9.579378830763954e-05,6.551928196724733e-10,6.221971032185744e-12,8.607204096042551,4,29999,
1,4,poisson,1D_Poisson_fS_nonhom,QSVT,32,586.8093155218731,6.776637295584127e-06,2.789563953439264e-09,3.804123291818813e-11,8.088541022967547,5,29999,
1,4,poisson,1D_Poisson_fS_nonhom,QSVT,64,2281.4379953842554,11.875584946884295,7.749983211248907,0.009009587742705808,8.401716297492385,6,29999,
1,4,het,HET_1D_3b_gaussian_Vd300,Thomas,4,11.947710174364115,,0.0,4.465316986174866e-16,2.823956310749054e-05,,,reference_no_exact
1,4,het,HET_1D_3b_gaussian_Vd300,Thomas,8,42.137764839337706,,0.0,2.048875234958449e-15,2.789124846458435e-05,,,reference_no_exact
1,4,het,HET_1D_3b_gaussian_Vd300,Thomas,16,154.512614771818,,0.0,7.781952987246173e-15,3.225170075893402e-05,,,reference_no_exact
1,4,het,HET_1D_3b_gaussian_Vd300,Thomas,32,586.8093155218731,,0.0,2.7216536893197856e-14,4.0123239159584045e-05,,,reference_no_exact
1,4,het,HET_1D_3b_gaussian_Vd300,Thomas,64,2281.4379953842554,,0.0,1.0019839976650611e-13,7.592234760522842e-05,,,reference_no_exact
1,4,het,HET_1D_3b_gaussian_Vd300,HHL,4,11.947710174364115,4.741486916284937,2.7348461164382045,0.075828617944979,42.28194282203913,2,,rel_vs_thomas
1,4,het,HET_1D_3b_gaussian_Vd300,HHL,8,42.137764839337706,7.216723369903384,2.760224328715325,0.11869091224218371,57.97920969873667,3,,rel_vs_thomas
1,4,het,HET_1D_3b_gaussian_Vd300,HHL,16,154.512614771818,72.54563553452141,35.259300832208616,0.5242857553643007,196.2270048595965,4,,rel_vs_thomas
1,4,het,HET_1D_3b_gaussian_Vd300,HHL,32,586.8093155218731,18.29408493292769,4.655740543554012,0.3515193575434988,2336.846652528271,5,,rel_vs_thomas
1,4,het,HET_1D_3b_gaussian_Vd300,HHL,64,2281.4379953842554,,,,7200.173275349662,6,,rel_vs_thomas;hhl_timeout:7200s
1,4,het,HET_1D_3b_gaussian_Vd300,VQLS,4,11.947710174364115,0.00020275656031800557,8.256212344964546e-05,1.6487548462911215e-06,3.293940609320998,2,,rel_vs_thomas
1,4,het,HET_1D_3b_gaussian_Vd300,VQLS,8,42.137764839337706,6.777289857076113,2.9269679119999092,0.047796983931727016,114.5665314104408,3,,rel_vs_thomas
1,4,het,HET_1D_3b_gaussian_Vd300,VQLS,16,154.512614771818,116.95773694874273,89.00981506726404,0.8027611684388883,259.9474353529513,4,,rel_vs_thomas
1,4,het,HET_1D_3b_gaussian_Vd300,VQLS,32,586.8093155218731,109.83146980447285,98.61550564373907,0.9138801377930521,507.3056072369218,5,,rel_vs_thomas
1,4,het,HET_1D_3b_gaussian_Vd300,VQLS,64,2281.4379953842554,100.94154137212466,99.99372542734937,0.9978245231503274,1028.0271051069722,6,,rel_vs_thomas
1,4,het,HET_1D_3b_gaussian_Vd300,QSVT,4,11.947710174364115,0.05389275441580061,0.028416939217284803,0.00038760133238930635,0.7583105117082596,2,3223,rel_vs_thomas
1,4,het,HET_1D_3b_gaussian_Vd300,QSVT,8,42.137764839337706,0.016255238081188728,0.007642199919566952,0.00010980739399995492,3.0001487899571657,3,13151,rel_vs_thomas
1,4,het,HET_1D_3b_gaussian_Vd300,QSVT,16,154.512614771818,6.118818905856241e-10,2.557674553795985e-10,4.262144075651291e-12,7.283509664237499,4,29999,rel_vs_thomas
1,4,het,HET_1D_3b_gaussian_Vd300,QSVT,32,586.8093155218731,4.480271054560703e-10,1.6440467531987205e-10,8.975494008805169e-12,7.869803847745061,5,29999,rel_vs_thomas
1,4,het,HET_1D_3b_gaussian_Vd300,QSVT,64,2281.4379953842554,6.728827539782125,3.115172067677821,0.042497140400464525,7.669550959020853,6,29999,rel_vs_thomas
2,2,poisson,2D_Poisson_sin_hom,Thomas,4,2.3585701736362874,3.3559017845747316,,9.922925679375736e-07,0.0038830433040857315,,,scheme_fallback:fmg->sor
2,2,poisson,2D_Poisson_sin_hom,Thomas,8,2.7724909572588574,1.0216112343564234,,1.0899627716920402e-07,0.027525916695594788,,,
2,2,poisson,2D_Poisson_sin_hom,Thomas,16,2.9330326452100475,0.2850792128629309,,1.7157281635815056e-07,0.056438859552145004,,,
2,2,poisson,2D_Poisson_sin_hom,Thomas,32,2.9819693345415943,0.0755606824657981,,3.20420855034288e-07,0.11102294735610485,,,
2,2,poisson,2D_Poisson_sin_hom,Thomas,64,2.9953343557434784,0.019470773147698066,,3.2496599889896794e-07,0.2888874039053917,,,
2,2,poisson,2D_Poisson_sin_hom,Thomas,128,2.998814230996823,0.004943403105303116,,3.5027143802406585e-07,0.9360909331589937,,,
2,2,poisson,2D_Poisson_sin_hom,Thomas,256,2.9997011690055886,0.0012454908274180678,,3.5866099177060644e-07,3.6539388932287693,,,
2,2,poisson,2D_Poisson_sin_hom,HHL,4,2.3585701736362874,3.3959602728392846,,0.0024859538235691868,30.1817036755383,,,scheme_fallback:fmg->sor
2,2,poisson,2D_Poisson_sin_hom,HHL,8,2.7724909572588574,1.1373875311964743,,0.006860103911897393,422.1785038243979,,,
2,2,poisson,2D_Poisson_sin_hom,HHL,16,2.9330326452100475,0.7424086094842565,,0.046526832696199,2422.469019535929,,,
2,2,poisson,2D_Poisson_sin_hom,HHL,32,2.9819693345415943,0.9257010320481377,,0.0650452755903204,36389.24195732921,,,
2,2,poisson,2D_Poisson_sin_hom,HHL,64,,0.3858174317569775,,,,,,"recovered_from_npz,log_scraped"
2,2,poisson,2D_Poisson_sin_hom,VQLS,4,2.3585701736362874,3.3588994047279277,,2.42937717026349e-05,38.573680551722646,,,scheme_fallback:fmg->sor
2,2,poisson,2D_Poisson_sin_hom,VQLS,8,2.7724909572588574,1.0909689251153862,,0.002707123951847845,1107.57611849159,,,
2,2,poisson,2D_Poisson_sin_hom,VQLS,16,2.9330326452100475,0.48395206601542695,,0.014107206869273936,8657.691114317626,,,
2,2,poisson,2D_Poisson_sin_hom,VQLS,32,2.9819693345415943,361.9194368993058,,14.006542466139411,48596.659286465496,,,
2,2,poisson,2D_Poisson_sin_hom,VQLS,64,,54.81099778475481,,,,,,"recovered_from_npz,log_scraped"
2,2,poisson,2D_Poisson_sin_hom,QSVT,4,2.3585701736362874,3.3559017845751034,,9.922925679968534e-07,11.232448844239116,,1003,scheme_fallback:fmg->sor
2,2,poisson,2D_Poisson_sin_hom,QSVT,8,2.7724909572588574,1.0216112343565789,,1.089962757987469e-07,98.11107560247183,,1003,
2,2,poisson,2D_Poisson_sin_hom,QSVT,16,2.9330326452100475,0.2850792128658484,,1.715728163481292e-07,194.32507551647723,,1003,
2,2,poisson,2D_Poisson_sin_hom,QSVT,32,2.9819693345415943,0.07556068246438506,,3.204208511800563e-07,364.3237868659198,,1003,
2,2,poisson,2D_Poisson_sin_hom,QSVT,64,2.9953343557434784,0.01947077311730768,,3.2496599393029475e-07,725.2679574955255,,1003,
2,2,poisson,2D_Poisson_sin_hom,QSVT,128,2.998814230996823,0.004943403222523939,,3.5027148960928094e-07,1591.1424776110798,,1003,
2,2,poisson,2D_Poisson_sin_hom,QSVT,256,2.9997011690055886,0.0012454909642855838,,3.5866111627337764e-07,4450.655030922964,,1003,
2,2,het,2D_HET_MMS_SPT100,Thomas,4,1.386075053651662,1.1306156905995504,,5.953402055246782e-07,0.0038749221712350845,,,scheme_fallback:fmg->sor
2,2,het,2D_HET_MMS_SPT100,Thomas,8,1.4628677255305707,0.35584040827859403,,2.3671031772948393e-07,0.036829544231295586,,,
2,2,het,2D_HET_MMS_SPT100,Thomas,16,1.489403294564222,0.10036036208549881,,4.4424868128104464e-07,0.06341118738055229,,,
2,2,het,2D_HET_MMS_SPT100,Thomas,32,1.497173151655223,0.026711128461102875,,8.270126411967819e-07,0.10979699902236462,,,
2,2,het,2D_HET_MMS_SPT100,Thomas,64,1.4992703547852304,0.0068950313012874674,,3.3024437961362844e-07,0.29067859053611755,,,
2,2,het,2D_HET_MMS_SPT100,Thomas,128,1.4998146823912772,0.0017646705679970809,,4.314522641843577e-07,0.7825089022517204,,,
2,2,het,2D_HET_MMS_SPT100,Thomas,256,1.4999533050407665,0.00046522674479049095,,6.110601235584838e-07,2.760171936824918,,,
2,2,het,2D_HET_MMS_SPT100,HHL,4,1.386075053651662,1.2236006296613784,,0.001566109445083,16.93333227559924,,,scheme_fallback:fmg->sor
2,2,het,2D_HET_MMS_SPT100,HHL,8,1.4628677255305707,0.5194711237528012,,0.001563971226718221,246.623840065673,,,
2,2,het,2D_HET_MMS_SPT100,HHL,16,1.489403294564222,0.8397821169491554,,0.0028445904094476287,1360.3540494907647,,,
2,2,het,2D_HET_MMS_SPT100,HHL,32,1.497173151655223,1.651155677722228,,0.004090076237548426,15654.60901882872,,,
2,2,het,2D_HET_MMS_SPT100,HHL,64,,0.3914652069835445,,,,,,"recovered_from_npz,log_scraped"
2,2,het,2D_HET_MMS_SPT100,VQLS,4,1.386075053651662,1.1308476377349137,,2.7021202183865557e-05,29.03819433413446,,,scheme_fallback:fmg->sor
2,2,het,2D_HET_MMS_SPT100,VQLS,8,1.4628677255305707,0.6390240852128163,,0.0010334624840879312,1814.891440341249,,,
2,2,het,2D_HET_MMS_SPT100,VQLS,16,1.489403294564222,0.7489587560378476,,0.0024787560548841523,11160.33312602155,,,
2,2,het,2D_HET_MMS_SPT100,VQLS,32,1.497173151655223,213.80105599141163,,0.5096331421851702,57842.6507867109,,,
2,2,het,2D_HET_MMS_SPT100,VQLS,64,,54.3205033629514,,,,,,"recovered_from_npz,log_scraped"
2,2,het,2D_HET_MMS_SPT100,QSVT,4,1.386075053651662,1.1306156906006586,,5.953402057347673e-07,11.21092732436955,,1003,scheme_fallback:fmg->sor
2,2,het,2D_HET_MMS_SPT100,QSVT,8,1.4628677255305707,0.3558404082809208,,2.3671032022258795e-07,127.97479995526373,,1003,
2,2,het,2D_HET_MMS_SPT100,QSVT,16,1.489403294564222,0.10036036209131206,,4.4424868523097966e-07,224.46626434102654,,1003,
2,2,het,2D_HET_MMS_SPT100,QSVT,32,1.497173151655223,0.026711128471443274,,8.270126418405314e-07,364.3559304047376,,1003,
2,2,het,2D_HET_MMS_SPT100,QSVT,64,1.4992703547852304,0.006895031354600182,,3.3024437234275866e-07,730.1584220547229,,1003,
2,2,het,2D_HET_MMS_SPT100,QSVT,128,1.4998146823912772,0.001764670479404568,,4.3145226731839935e-07,1386.9294676184654,,1003,
2,2,het,2D_HET_MMS_SPT100,QSVT,256,1.4999533050407665,0.0004652268236829067,,6.110601317990727e-07,3097.2221791688353,,1003,
2,4,poisson,2D_Poisson_sin_hom,Thomas,4,2.490868060210798,0.1676697154612567,,3.8922918187290574e-05,0.00392136350274086,,,scheme_fallback:fmg->sor
2,4,poisson,2D_Poisson_sin_hom,Thomas,8,2.9115272727268318,0.01647435537452447,,1.804733987342722e-05,0.03586429916322231,,,
2,4,poisson,2D_Poisson_sin_hom,Thomas,16,3.068749793806094,0.0017507952750851347,,5.884871273771081e-05,0.038601262494921684,,,
2,4,poisson,2D_Poisson_sin_hom,Thomas,32,3.116002511532874,0.0007775048967383522,,6.15933618348247e-05,0.05850132368505001,,,
2,4,poisson,2D_Poisson_sin_hom,HHL,4,2.490868060210798,1.5661036050675214,,0.047562304430055234,80.90857316367328,,,scheme_fallback:fmg->sor
2,4,poisson,2D_Poisson_sin_hom,HHL,8,2.9115272727268318,3.459196277832166,,0.07533225868487317,1655.265093171969,,,
2,4,poisson,2D_Poisson_sin_hom,HHL,16,3.068749793806094,4.009418081320101,,0.10895945084405183,11255.8155560866,,,
2,4,poisson,2D_Poisson_sin_hom,HHL,32,3.116002511532874,3.784903305963669,,0.18558198503754353,21678.829101741314,,,
2,4,poisson,2D_Poisson_sin_hom,VQLS,4,2.490868060210798,0.1677662037248961,,3.900387460034345e-05,38.39378989674151,,,scheme_fallback:fmg->sor
2,4,poisson,2D_Poisson_sin_hom,VQLS,8,2.9115272727268318,0.19110306988002904,,0.004146684658046703,1415.4132440779358,,,
2,4,poisson,2D_Poisson_sin_hom,VQLS,16,3.068749793806094,0.28837646771054565,,0.01633881951502937,12517.242348024622,,,
2,4,poisson,2D_Poisson_sin_hom,VQLS,32,3.116002511532874,334.2948187879666,,14.882468550116284,21641.462318928912,,,
2,4,poisson,2D_Poisson_sin_hom,QSVT,4,2.490868060210798,0.16766971546173245,,3.8922918187397483e-05,8.145491963252425,,1003,scheme_fallback:fmg->sor
2,4,poisson,2D_Poisson_sin_hom,QSVT,8,2.9115272727268318,0.016474355375761446,,1.8047339872976027e-05,70.97710430063307,,1003,
2,4,poisson,2D_Poisson_sin_hom,QSVT,16,3.068749793806094,0.0017507952880753427,,5.884871273977691e-05,133.22536540403962,,1003,
2,4,poisson,2D_Poisson_sin_hom,QSVT,32,3.116002511532874,0.0007775049127425055,,6.159336186405529e-05,391.7948047723621,,1003,
2,4,het,2D_HET_MMS_SPT100,Thomas,4,1.4151150427212151,0.19328414996299617,,2.478696663403591e-05,0.004060391336679459,,,scheme_fallback:fmg->sor
2,4,het,2D_HET_MMS_SPT100,Thomas,8,1.4951372845429236,0.025505908393173248,,2.2974548976356555e-05,0.022967925295233727,,,
2,4,het,2D_HET_MMS_SPT100,Thomas,16,1.5224680684373313,0.01804438124845275,,8.082970807892168e-05,0.030521264299750328,,,
2,4,het,2D_HET_MMS_SPT100,Thomas,32,1.5304376236523043,0.013507731382095777,,4.312334354625961e-05,0.04606625437736511,,,
2,4,het,2D_HET_MMS_SPT100,HHL,4,1.4151150427212151,1.6399130807521767,,0.009884913212486782,50.92982064187527,,,scheme_fallback:fmg->sor
2,4,het,2D_HET_MMS_SPT100,HHL,8,1.4951372845429236,2.8800479274207356,,0.008181936677593486,781.1707335971296,,,
2,4,het,2D_HET_MMS_SPT100,HHL,16,1.5224680684373313,3.1665302897291316,,0.005123373702910286,5077.801534928381,,,
2,4,het,2D_HET_MMS_SPT100,HHL,32,1.5304376236523043,2.602887203568706,,0.004198630825730001,21627.734506700188,,,
2,4,het,2D_HET_MMS_SPT100,VQLS,4,1.4151150427212151,0.19325959952418378,,2.4827703145813596e-05,34.19648325443268,,,scheme_fallback:fmg->sor
2,4,het,2D_HET_MMS_SPT100,VQLS,8,1.4951372845429236,0.12867876408594003,,0.000668206710560214,1422.0689331684262,,,
2,4,het,2D_HET_MMS_SPT100,VQLS,16,1.5224680684373313,0.5306068441268481,,0.0026546828716491376,15114.142545836046,,,
2,4,het,2D_HET_MMS_SPT100,VQLS,32,1.5304376236523043,264.0100137180276,,0.3956647536687278,21666.38085249439,,,
2,4,het,2D_HET_MMS_SPT100,QSVT,4,1.4151150427212151,0.19328414996338592,,2.4786966634321296e-05,8.63820973597467,,1003,scheme_fallback:fmg->sor
2,4,het,2D_HET_MMS_SPT100,QSVT,8,1.4951372845429236,0.025505908394523345,,2.2974548974035756e-05,75.53703293949366,,1003,
2,4,het,2D_HET_MMS_SPT100,QSVT,16,1.5224680684373313,0.018044381277231878,,8.082970807584964e-05,101.1959454473108,,1003,
2,4,het,2D_HET_MMS_SPT100,QSVT,32,1.5304376236523043,0.013507731544096143,,4.312334354364174e-05,334.84737383387983,,1003,
3,2,poisson,3D_Poisson_TripleSin_cube,Thomas,4,1.7384968229309907,3.355872401027013,,9.105397615866348e-07,0.014436114579439163,,,scheme_fallback:fmg->sor
3,2,poisson,3D_Poisson_TripleSin_cube,Thomas,8,1.9121868224772895,1.0216115163674286,,1.6557731764248536e-07,0.18007590621709824,,,
3,2,poisson,3D_Poisson_TripleSin_cube,Thomas,16,1.9746752505183298,0.28516759632953415,,4.680097833951796e-07,0.5794257447123528,,,
3,2,poisson,3D_Poisson_TripleSin_cube,Thomas,32,1.993223226736647,0.07564786211740321,,3.2764635530770426e-07,2.763198595494032,,,
3,2,poisson,3D_Poisson_TripleSin_cube,Thomas,64,1.9982493624222843,0.01966099031460593,,6.955257720964494e-07,13.550900725647807,,,
3,2,poisson,3D_Poisson_TripleSin_cube,HHL,4,1.7384968229309907,3.392058480816454,,0.0016803663134275688,128.06629979610443,,,scheme_fallback:fmg->sor
3,2,poisson,3D_Poisson_TripleSin_cube,HHL,8,1.9121868224772895,0.9986202188950211,,0.008423621498778155,,,,recovered_from_archive
3,2,poisson,3D_Poisson_TripleSin_cube,HHL,16,1.9746752505183298,0.26026103550129104,,0.0243849060953758,,,,recovered_from_archive
3,2,poisson,3D_Poisson_TripleSin_cube,VQLS,4,1.7384968229309907,3.356002697265801,,2.060458422209952e-06,584.7471073046327,,,scheme_fallback:fmg->sor
3,2,poisson,3D_Poisson_TripleSin_cube,VQLS,8,1.9121868224772895,1.0248408440400354,,0.0006615620381215819,,,,recovered_from_archive
3,2,poisson,3D_Poisson_TripleSin_cube,VQLS,16,1.9746752505183298,0.7677572733800121,,0.02758701892407048,,,,recovered_from_archive
3,2,poisson,3D_Poisson_TripleSin_cube,QSVT,4,1.7384968229309907,3.355872401027272,,9.105397613905302e-07,41.708883348852396,,1003,scheme_fallback:fmg->sor
3,2,poisson,3D_Poisson_TripleSin_cube,QSVT,8,1.9121868224772895,1.0216115163682917,,1.6557731775547905e-07,534.061754276976,,1003,
3,2,poisson,3D_Poisson_TripleSin_cube,QSVT,16,1.9746752505183298,0.28516759633853234,,4.6800980066991326e-07,1523.0548715218902,,1003,
3,2,poisson,3D_Poisson_TripleSin_cube,QSVT,32,1.993223226736647,0.07564786211287558,,3.2764625289280296e-07,6842.935153536499,,1003,
3,2,poisson,3D_Poisson_TripleSin_cube,QSVT,64,1.9982493624222843,0.019660990309274037,,6.955254636109416e-07,24954.910135408863,,1003,
3,2,het,3D_HET_MMS_SPT100,Thomas,4,1.3845874083379235,3.6899384823937655,,4.764328393933774e-07,0.015048084780573845,,,scheme_fallback:fmg->sor
3,2,het,3D_HET_MMS_SPT100,Thomas,8,1.460597349773671,1.1032591233365212,,2.4103525822005757e-07,0.3460418153554201,,,
3,2,het,3D_HET_MMS_SPT100,Thomas,16,1.4866848189260238,0.30496378058463297,,6.615937131144842e-07,1.3027905244380236,,,
3,2,het,3D_HET_MMS_SPT100,Thomas,32,1.4942335181253614,0.08045504011429881,,5.656351289893231e-07,5.850655525922775,,,
3,2,het,3D_HET_MMS_SPT100,Thomas,64,1.4962248084691185,0.020696916837057454,,6.150910103294372e-07,29.873980157077312,,,
