x_m,y_m,phi_V,phi_exact_V,signed_error_V
0.0006153846153846154,0.00030769230769230776,60.961188310064315,14.489781809684196,46.47140650038012
0.0006153846153846154,0.0006153846153846155,86.15413355255917,14.477088137177267,71.67704541538191
0.0006153846153846154,0.0009230769230769233,98.22391571232394,14.455940252878614,83.76797545944532
0.0006153846153846154,0.001230769230769231,98.78522277877985,14.426350506557137,84.35887227222271
0.0006153846153846154,0.001538461538461539,133.4157425674027,14.388336177791427,119.02740638961127
0.0006153846153846154,0.0018461538461538465,106.23372352766316,14.341919465878988,91.89180406178417
0.0006153846153846154,0.002153846153846154,115.9675679832175,14.287127476872463,101.68044050634504
0.0006153846153846154,0.002461538461538462,104.10796776513843,14.223992207750467,89.88397555738796
0.0006153846153846154,0.00276923076923077,113.53803681779137,14.152550527732256,99.3854862900591
0.0006153846153846154,0.003076923076923078,99.01388325855102,14.07284415674713,84.94103910180388
0.0006153846153846154,0.0033846153846153852,119.2734492598444,13.98491964107119,105.28852961877321
0.0006153846153846154,0.003692307692307693,106.3767420559173,13.8888283261456,92.4879137297717
0.0006153846153846154,0.004000000000000001,107.52065984246238,13.784626326592303,93.73603351587008
0.0006153846153846154,0.004307692307692308,81.21708616560691,13.672374493444677,67.54471167216224
0.0006153846153846154,0.004615384615384617,97.8859098627506,13.55213837861222,84.33377148413837
0.0006153846153846154,0.004923076923076924,116.51485965954639,13.4239881966001,103.0908714629463
0.0006153846153846154,0.0052307692307692315,135.41707540038217,13.287998783505854,122.12907661687632
0.0006153846153846154,0.00553846153846154,154.27735349609938,13.144249553317213,141.13310394278216
0.0006153846153846154,0.005846153846153847,161.29770475380104,12.992824451536578,148.30488030226445
0.0006153846153846154,0.006153846153846156,161.2567464013931,12.833811906159195,148.4229344952339
0.0006153846153846154,0.006461538461538463,152.7031767514827,12.66730477603371,140.03587197544897
0.0006153846153846154,0.0067692307692307704,115.02673591360728,12.493400296635214,102.53333561697207
0.0006153846153846154,0.007076923076923079,92.68106485530565,12.312200023282458,80.36886483202319
0.0006153846153846154,0.007384615384615386,85.93881485450203,12.123809771832407,73.81500508266961
0.0006153846153846154,0.007692307692307694,97.30311270609292,11.928339556886769,85.37477314920615
0.0006153846153846154,0.008000000000000002,101.93361310919073,11.725903527546555,90.20770958164418
0.0006153846153846154,0.00830769230769231,94.41520653759993,11.516619900752222,82.89858663684771
0.0006153846153846154,0.008615384615384617,94.2272201498476,11.300610892248312,82.92660925759928
0.0006153846153846154,0.008923076923076924,84.97971553272617,11.07800264521289,73.90171288751328
0.0006153846153846154,0.009230769230769233,77.13174641320133,10.848925156593495,66.28282125660783
0.0006153846153846154,0.00953846153846154,87.89646778466575,10.61351220119257,77.28295558347318
0.0006153846153846154,0.009846153846153848,77.40346020269122,10.371901253546746,67.03155894914448
0.0006153846153846154,0.010153846153846156,69.10268551610233,10.124233407645594,58.978452108456736
0.0006153846153846154,0.010461538461538463,70.8142879517656,9.870653294536696,60.94363465722891
0.0006153846153846154,0.010769230769230772,62.0938574397406,9.611308997865196,52.48254844187541
0.0006153846153846154,0.01107692307692308,57.39278075960711,9.346351967397112,48.04642879221
0.0006153846153846154,0.011384615384615387,72.65816501145781,9.075936930576948,63.58222808088087
0.0006153846153846154,0.011692307692307695,56.10935762863239,8.800221802171214,47.30913582646117
0.0006153846153846154,0.012000000000000002,38.6628374097749,8.519367592050653,30.14346981772425
0.0006153846153846154,0.012307692307692311,28.69171444324904,8.233538311165011,20.458176132084027
0.0006153846153846154,0.012615384615384619,38.21137631981874,7.942900875765269,30.268475444053472
0.0006153846153846154,0.012923076923076926,61.9482096996313,7.647625009929233,54.30058468970206
0.0006153846153846154,0.013230769230769233,59.13457563071835,7.347883146447472,51.78669248427088
0.0006153846153846154,0.013538461538461541,51.33723956718362,7.043850326127408,44.29338924105622
0.0006153846153846154,0.013846153846153848,56.96766779238423,6.735704095574432,50.2319636968098
0.0006153846153846154,0.014153846153846157,52.401175165751056,6.423624403509665,45.97755076224139
0.0006153846153846154,0.014461538461538465,43.2059156468883,6.1077934956849935,37.098122151203306
0.0006153846153846154,0.014769230769230772,53.115138873338616,5.78839580845666,47.32674306488195
0.0006153846153846154,0.01507692307692308,34.978688160792515,5.465617861079648,29.513070299712865
0.0006153846153846154,0.015384615384615387,37.91485205675525,5.139648146785678,32.775203909969576
0.0006153846153846154,0.015692307692307696,38.52286481043886,4.810677022708457,33.7121877877304
0.0006153846153846154,0.016000000000000004,38.44813763874258,4.478896598720495,33.969241040022084
0.0006153846153846154,0.01630769230769231,34.3000762315678,4.144500625246338,30.155575606321463
0.0006153846153846154,0.01661538461538462,23.820923806919964,3.8076843801177773,20.013239426802187
0.0006153846153846154,0.016923076923076926,24.733854828289047,3.4686445545370854,21.26521027375196
0.0006153846153846154,0.017230769230769234,17.260503852683044,3.1275791382149167,14.132924714468128
0.0006153846153846154,0.01753846153846154,21.355333924538044,2.7846873037498634,18.57064662078818
0.0006153846153846154,0.01784615384615385,17.677384460778942,2.440169290317292,15.23721517046165
0.0006153846153846154,0.01815384615384616,19.0503627249276,2.094226286735275,16.956136438192324
0.0006153846153846154,0.018461538461538467,12.27249042621135,1.7470603139760341,10.525430112235316
0.0006153846153846154,0.018769230769230774,10.644846220124691,1.398874107191321,9.24597211293337
0.0006153846153846154,0.01907692307692308,8.496630449442222,1.0498709973208462,7.446759452121375
0.0006153846153846154,0.01938461538461539,4.80491470433622,0.7002547923527053,4.104659911983514
0.0006153846153846154,0.019692307692307696,2.8015489134234413,0.35022965830527863,2.451319255118163
0.0012307692307692308,0.00030769230769230776,89.03425572883137,28.945722062562808,60.08853366626856
0.0012307692307692308,0.0006153846153846155,89.80000404064306,28.920364364209256,60.879639676433804
0.0012307692307692308,0.0009230769230769233,119.08896709024668,28.878117987475623,90.21084910277106
0.0012307692307692308,0.001230769230769231,112.95614730319132,28.819007603056253,84.13713970013507
0.0012307692307692308,0.001538461538461539,139.1476423917443,28.743067729751072,110.40457466199324
0.0012307692307692308,0.0018461538461538465,110.48382609800221,28.6503427143076,81.83348338369461
0.0012307692307692308,0.002153846153846154,130.96611979385574,28.540886705523683,102.42523308833205
0.0012307692307692308,0.002461538461538462,109.60467003542175,28.41476362262612,81.18990641279564
0.0012307692307692308,0.00276923076923077,120.86454818548339,28.272047117943654,92.59250106753973
0.0012307692307692308,0.003076923076923078,113.44534263398245,28.112820533896063,85.33252210008638
0.0012307692307692308,0.0033846153846153852,124.72474036201443,27.93717685432456,96.78756350768987
0.0012307692307692308,0.003692307692307693,99.26390649334797,27.745218650191806,71.51868784315617
0.0012307692307692308,0.004000000000000001,96.18398380110995,27.537058019683407,68.64692578142655
0.0012307692307692308,0.004307692307692308,83.52930767561091,27.3128165227457,56.21649115286521
0.0012307692307692308,0.004615384615384617,119.15783520169629,27.072625110098155,92.08521009159813
0.0012307692307692308,0.004923076923076924,165.27945205531685,26.81662404676189,138.46282800855496
0.0012307692307692308,0.0052307692307692315,149.8552245128302,26.544962830148794,123.31026168268141
0.0012307692307692308,0.00553846153846154,162.6386681439041,26.25780010275929,136.38086804114482
0.0012307692307692308,0.005846153846153847,161.07123100090976,25.955303559539562,135.1159274413702
0.0012307692307692308,0.006153846153846156,173.03888336637885,25.637649849952428,147.40123351642643
0.0012307692307692308,0.006461538461538463,141.6428156164756,25.30502447481903,116.33779114165655
