solver,N,z_mm,r_mm,phi
Thomas,8,26.666666666666664,13.333333333333336,130.3353884474281
Thomas,8,26.666666666666664,15.555555555555559,89.16796289486845
Thomas,8,26.666666666666664,17.777777777777782,45.27565301216584
Thomas,8,31.11111111111111,2.2222222222222228,190.103171627757
Thomas,8,31.11111111111111,4.4444444444444455,181.53258987932702
Thomas,8,31.11111111111111,6.666666666666668,167.39613543576397
Thomas,8,31.11111111111111,8.888888888888891,148.1330036864697
Thomas,8,31.11111111111111,11.111111111111112,124.33694321814352
Thomas,8,31.11111111111111,13.333333333333336,96.73846681206071
Thomas,8,31.11111111111111,15.555555555555559,66.18288426917381
Thomas,8,31.11111111111111,17.777777777777782,33.604819015137494
Thomas,8,35.55555555555556,2.2222222222222228,101.15173885149336
Thomas,8,35.55555555555556,4.4444444444444455,96.5914109595111
Thomas,8,35.55555555555556,6.666666666666668,89.06956201384831
Thomas,8,35.55555555555556,8.888888888888891,78.8198740212385
Thomas,8,35.55555555555556,11.111111111111112,66.15826829974195
Thomas,8,35.55555555555556,13.333333333333336,51.47343889444612
Thomas,8,35.55555555555556,15.555555555555559,35.21516396926752
Thomas,8,35.55555555555556,17.777777777777782,17.880745562076363
Thomas,16,2.3529411764705883,1.1764705882352944,54.89867994230344
Thomas,16,2.3529411764705883,2.3529411764705888,54.20264458309245
Thomas,16,2.3529411764705883,3.529411764705883,53.04282933774281
Thomas,16,2.3529411764705883,4.7058823529411775,51.42925923800688
Thomas,16,2.3529411764705883,5.882352941176472,49.375823760745426
Thomas,16,2.3529411764705883,7.058823529411766,46.90015520456311
Thomas,16,2.3529411764705883,8.235294117647062,44.023481686969504
Thomas,16,2.3529411764705883,9.411764705882355,40.77044493369853
Thomas,16,2.3529411764705883,10.58823529411765,37.168892037332945
Thomas,16,2.3529411764705883,11.764705882352944,33.249637834843675
Thomas,16,2.3529411764705883,12.941176470588239,29.04620345697081
Thomas,16,2.3529411764705883,14.117647058823533,24.594530174137553
Thomas,16,2.3529411764705883,15.294117647058828,19.93267426703649
Thomas,16,2.3529411764705883,16.470588235294123,15.100482037956645
Thomas,16,2.3529411764705883,17.64705882352942,10.139251349212651
Thomas,16,2.3529411764705883,18.82352941176471,5.09137896715238
Thomas,16,4.705882352941177,1.1764705882352944,107.92799017355708
Thomas,16,4.705882352941177,2.3529411764705888,106.5597006168002
Thomas,16,4.705882352941177,3.529411764705883,104.27960356879892
Thomas,16,4.705882352941177,4.7058823529411775,101.1074209854495
Thomas,16,4.705882352941177,5.882352941176472,97.07046758224821
Thomas,16,4.705882352941177,7.058823529411766,92.20341436755335
Thomas,16,4.705882352941177,8.235294117647062,86.54799974179375
Thomas,16,4.705882352941177,9.411764705882355,80.152672116133
Thomas,16,4.705882352941177,10.58823529411765,73.07218036179341
Thomas,16,4.705882352941177,11.764705882352944,65.36710699431525
Thomas,16,4.705882352941177,12.941176470588239,57.10335404213781
Thomas,16,4.705882352941177,14.117647058823533,48.35158086480165
