case,solver,N,shape,n_unknowns,kappa_row,max_rel_err,max_abs_err,residual,wall_time_s,converged,n_outer,notes,rel_l2_err,rms_err,linf_err,stop_reason,vqls_final_cost,qsvt_degree,qsvt_depth,hhl_scale_c,scheme,convergence_factor,n_levels,level_shapes,level_kappas,anisotropy,strip_solves,strip_solves_by_size,weighted_cost,mean_strip_size,inner_calls,inner_total_s,inner_mean_s,inner_max_s,inner_failures,inner_options,n_circuit_evals,err_vs_thomas,err_thomas_vs_exact,peak_E_field,peak_E_rel_err,peak_E_axial,azimuthal_mode_amp,azimuthal_mode_rel_err,s_per_strip_solve,solves_per_digit,discretisation_order,hhl_trotter_steps,backend_name
3D_HET_RotatingSpoke_SPT100,Thomas,4,4x4x4,64,1.4135027246548582,1.3616679926874349,3.495255005295803,2.4500174091849807e-07,0.025913912802934647,True,13,scheme_fallback:fmg->sor,0.010852687581368528,2.1244759649050224,0.9908356139426885,tol_met,,,,,line-sor,0.28660954536304895,,[],[],15.707963267948964,208,"{""4"": 208}",208.0,4.0,208,0.01543574407696724,7.421030806234249e-05,0.007583066821098328,0,{},,0.0,0.9908356139426885,34462.9234459374,0.9969551347513589,17009.59433869502,110.5419927276541,3.735366086447214,0.00012458611924487812,31.93851983669924,4,,aer_simulator_statevector (CPU)
3D_HET_RotatingSpoke_SPT100,HHL,4,4x4x4,64,1.4135027246548582,2.6652203052362777,5.20385351332169,0.019276264511471172,201.68939444981515,False,22,scheme_fallback:fmg->sor,0.013457021141279524,2.6342892264721405,1.4751894734225686,stagnated,,,,344.8449324590836,line-sor,0.8375597870576981,,[],[],15.707963267948964,352,"{""4"": 352}",352.0,4.0,352,201.66065149195492,0.5728995781021446,11.892139645293355,0,"{""epsilon"": 0.01}",,0.803614679609639,0.9908356139426885,34650.76089600882,1.547431084571735,17581.03239918764,110.32395932062937,3.530758093243126,0.5729812342324294,217.73180263533115,4,100,aer_simulator_statevector (CPU)
3D_HET_RotatingSpoke_SPT100,VQLS,4,4x4x4,64,1.4135027246548582,1.3617646032602242,3.4952444629185493,1.9788891763727656e-06,548.0662475433201,False,31,scheme_fallback:fmg->sor,0.010852637182601804,2.1244660990567925,0.9908326253873976,stagnated,7.923299113584441e-14,,,,line-sor,0.6503662613087642,,[],[],15.707963267948964,496,"{""4"": 496}",496.0,4.0,496,548.0287565160543,1.104896686524303,1.6099390164017677,0,{},179.67943548387098,6.457477541965639e-05,0.9908356139426885,34462.945671719506,0.9970202695714476,17009.61118627849,110.54198229145491,3.7353562928573134,1.1049722732728227,88.48831442829133,4,,aer_simulator_statevector (CPU)
3D_HET_RotatingSpoke_SPT100,QSVT,4,4x4x4,64,1.4135027246548582,1.3616679926875914,3.495255005295803,2.4500174116649444e-07,2.365726601332426,True,13,scheme_fallback:fmg->sor,0.01085268758136859,2.124475964905035,0.9908356139426885,tol_met,,11,23,,line-sor,0.286609545387225,,[],[],15.707963267948964,208,"{""4"": 208}",208.0,4.0,208,2.3521318044513464,0.011308325982939165,0.6166344191879034,0,{},,2.154044819739605e-13,0.9908356139426885,34462.92344593746,0.9969551347515294,17009.59433869501,110.54199272765416,3.735366086447267,0.011373685583328972,31.93851983885513,4,,aer_simulator_statevector (CPU)
3D_HET_Discharge_SPT100,Thomas,4,4x4x4,64,1.4135027246548582,0.0,0.0,8.6658691327961e-07,0.02992093749344349,True,12,scheme_fallback:fmg->sor,0.0,0.0,0.0,tol_met,,,,,line-sor,0.2927242963584329,,[],[],15.707963267948964,192,"{""4"": 192}",192.0,4.0,192,0.007299561053514481,3.801854715372125e-05,0.0002420470118522644,0,{},,0.0,0.0,453966.96748010453,0.0,235535.1123508117,738.3043258707453,0.0,0.00015583821611168483,32.71452044755277,4,,aer_simulator_statevector (CPU)
3D_HET_Discharge_SPT100,HHL,4,4x4x4,64,1.4135027246548582,315.06400026520225,1018.1045088740046,0.24047080464373474,193.95256449654698,False,20,scheme_fallback:fmg->sor,0.2437609998231467,429.45687270268286,22.728641472585352,stagnated,,,,3229.7758878981963,line-sor,0.9490287997774188,,[],[],15.707963267948964,320,"{""4"": 320}",320.0,4.0,320,193.9271337967366,0.6060222931148018,11.910120274871588,0,"{""epsilon"": 0.01}",,22.728641472585352,0.0,423926.5819214498,6.617306480558252,192933.87347903592,890.9978398299028,20.681649640759318,0.6061017640517093,741.2700068430316,4,100,aer_simulator_statevector (CPU)
3D_HET_Discharge_SPT100,VQLS,4,4x4x4,64,1.4135027246548582,0.0017113628810712417,0.006343824930809205,1.6449864473450986e-06,660.4797252509743,False,36,scheme_fallback:fmg->sor,1.3857870270449855e-06,0.0024414724393913307,0.0001416225163138481,stagnated,1.0006231954129419e-13,,,,line-sor,0.692258786179175,,[],[],15.707963267948964,576,"{""4"": 576}",576.0,4.0,576,660.4358131121844,1.1465899533197645,1.8658018726855516,0,{},186.63368055555554,0.0001416225163138481,0.0,453967.0884559516,2.6648601270814923e-05,235535.5870844764,738.301636527799,0.00036425940523876905,1.1466661896718304,103.03002500940487,4,,aer_simulator_statevector (CPU)
3D_HET_Discharge_SPT100,QSVT,4,4x4x4,64,1.4135027246548582,22.498536796827686,119.70294690318008,0.02689055221424711,3.9250755328685045,False,22,scheme_fallback:fmg->sor,0.03166507931361621,55.78737347555275,2.6723046010112492,stagnated,,11,23,,line-sor,0.8598895016554378,,[],[],15.707963267948964,352,"{""4"": 352}",352.0,4.0,352,3.902745259925723,0.01108734448842535,0.5958013832569122,0,{},,2.6723046010112492,0.0,456985.3807001356,0.6648971040306704,247301.37777541336,713.996342761869,3.2924069732637484,0.011150782763830979,255.6830609996612,4,,aer_simulator_statevector (CPU)
3D_Poisson_TripleSin_cube,Thomas,4,4x4x4,64,1.7998995126489068,0.1674582620924284,0.0014404777858922913,5.306878607483212e-07,0.017919564619660378,True,13,scheme_fallback:fmg->sor,0.001674366468315852,0.000827314324639101,0.16745093953564005,tol_met,,,,,line-sor,0.3136655308299601,,[],[],1.0,208,"{""4"": 208}",208.0,4.0,208,0.008296970278024673,3.988928018281093e-05,0.0001747235655784607,0,{},,0.0,0.16745093953564005,1.7959457735051414,0.16747741813082714,1.64566079314315,,,8.615175297913644e-05,34.42341676289429,4,,aer_simulator_statevector (CPU)
3D_Poisson_TripleSin_cube,HHL,4,4x4x4,64,1.7998995126489068,1.541436909865109,0.008194154010951804,0.03488153191127442,270.2496009245515,False,21,scheme_fallback:fmg->sor,0.010479115342421309,0.00517779255401041,0.9525442191971507,stagnated,,,,0.8912581580992193,line-sor,0.8684839175551244,,[],[],1.0,336,"{""4"": 336}",336.0,4.0,336,270.22562658414245,0.8042429362623287,12.200724506750703,0,"{""epsilon"": 0.01}",,1.0542692075849358,0.16745093953564005,1.8572707501003338,3.5878302477585935,1.7174769007317308,,,0.804314288465927,274.33847982120295,4,100,aer_simulator_statevector (CPU)
